,3-28-2018,4-28-2018,5-28-2018
773,5.0,6.0,3.0
774,13.0,7.0,7.0
775,7.0,11.0,5.0
776,2.0,8.0,5.0
777,2.0,8.0,1.0
778,11.0,14.0,2.0
779,6.0,6.0,4.0
780,8.0,3.0,5.0
781,4.0,5.0,2.0
782,8.0,8.0,6.0
783,5.0,5.0,2.0
784,7.0,6.0,3.0
785,6.0,8.0,2.0
786,8.0,9.0,6.0
787,10.0,11.0,3.0
788,6.0,6.0,1.0
789,10.0,5.0,6.0
790,8.0,11.0,6.0
791,5.0,8.0,4.0
792,4.0,12.0,2.0
793,9.0,15.0,8.0
794,8.0,8.0,4.0
795,9.0,4.0,6.0
796,10.0,12.0,3.0
797,12.0,9.0,1.0
798,11.0,10.0,0.0
799,6.0,12.0,4.0
800,11.0,9.0,7.0
801,4.0,4.0,6.0
802,8.0,12.0,9.0
803,10.0,2.0,8.0
804,7.0,8.0,5.0
805,12.0,23.0,9.0
806,8.0,20.0,5.0
807,14.0,18.0,7.0
808,3.0,2.0,0.0
809,6.0,9.0,1.0
810,4.0,5.0,1.0
811,7.0,5.0,1.0
812,5.0,6.0,1.0
813,12.0,12.0,6.0
814,14.0,15.0,7.0
815,4.0,3.0,2.0
816,8.0,8.0,1.0
817,20.0,13.0,11.0
818,5.0,5.0,3.0
819,14.0,18.0,3.0
820,8.0,12.0,7.0
821,18.0,9.0,2.0
822,4.0,6.0,1.0
823,14.0,11.0,5.0
824,15.0,12.0,12.0
825,19.0,13.0,11.0
826,6.0,13.0,3.0
827,3.0,9.0,5.0
828,7.0,3.0,1.0
829,10.0,10.0,8.0
830,2.0,4.0,4.0
831,1.0,1.0,2.0
832,6.0,4.0,3.0
833,7.0,5.0,2.0
834,7.0,6.0,9.0
835,6.0,2.0,1.0
836,1.0,2.0,2.0
837,5.0,9.0,3.0
838,8.0,9.0,7.0
839,28.0,26.0,8.0
840,9.0,9.0,6.0
841,14.0,8.0,2.0
842,25.0,31.0,22.0
843,13.0,15.0,8.0
844,5.0,4.0,2.0
845,18.0,23.0,4.0
846,16.0,23.0,4.0
847,15.0,11.0,2.0
848,19.0,29.0,8.0
849,13.0,10.0,6.0
850,11.0,9.0,3.0
851,5.0,3.0,6.0
852,13.0,14.0,6.0
853,3.0,1.0,1.0
854,8.0,9.0,6.0
855,2.0,6.0,3.0
856,5.0,6.0,3.0
857,6.0,4.0,2.0
858,2.0,2.0,0.0
859,3.0,12.0,7.0
860,7.0,7.0,2.0
861,0.0,5.0,3.0
862,8.0,28.0,10.0
863,7.0,5.0,6.0
864,6.0,7.0,2.0
865,4.0,2.0,1.0
866,2.0,0.0,2.0
867,5.0,2.0,0.0
868,4.0,6.0,1.0
869,5.0,8.0,5.0
870,5.0,2.0,2.0
871,4.0,1.0,2.0
872,7.0,2.0,5.0
873,8.0,10.0,1.0
874,4.0,9.0,0.0
875,2.0,2.0,1.0
876,2.0,6.0,0.0
877,2.0,9.0,4.0
878,2.0,7.0,1.0
879,6.0,6.0,4.0
880,4.0,3.0,2.0
881,0.0,6.0,3.0
882,2.0,8.0,1.0
883,14.0,7.0,7.0
884,1.0,4.0,7.0
885,9.0,6.0,2.0
886,5.0,6.0,3.0
887,14.0,13.0,7.0
888,10.0,10.0,4.0
889,9.0,7.0,3.0
890,9.0,8.0,2.0
891,1.0,4.0,0.0
892,5.0,7.0,4.0
893,8.0,6.0,1.0
894,2.0,1.0,2.0
895,5.0,10.0,3.0
896,4.0,5.0,0.0
897,4.0,4.0,3.0
898,2.0,3.0,1.0
899,3.0,4.0,1.0
900,10.0,15.0,5.0
901,1.0,2.0,0.0
902,17.0,23.0,15.0
903,3.0,5.0,6.0
904,7.0,4.0,2.0
905,1.0,3.0,2.0
906,1.0,3.0,2.0
907,12.0,9.0,2.0
908,8.0,5.0,2.0
909,4.0,5.0,0.0
910,2.0,1.0,1.0
911,6.0,4.0,2.0
912,2.0,4.0,2.0
913,7.0,9.0,2.0
914,6.0,3.0,1.0
915,9.0,5.0,1.0
916,5.0,2.0,2.0
917,3.0,0.0,5.0
918,0.0,3.0,1.0
919,0.0,3.0,0.0
920,0.0,3.0,1.0
921,2.0,1.0,1.0
922,3.0,6.0,2.0
923,5.0,2.0,2.0
924,9.0,2.0,0.0
925,1.0,2.0,1.0
926,3.0,3.0,3.0
927,3.0,2.0,0.0
928,0.0,0.0,1.0
929,0.0,1.0,0.0
930,2.0,5.0,1.0
931,7.0,1.0,0.0
932,4.0,5.0,0.0
933,1.0,0.0,1.0
934,6.0,4.0,2.0
935,1.0,4.0,1.0
936,1.0,1.0,0.0
937,1.0,3.0,0.0
938,2.0,1.0,0.0
939,3.0,0.0,0.0
940,0.0,3.0,1.0
941,0.0,4.0,1.0
942,2.0,0.0,1.0
943,2.0,2.0,0.0
944,4.0,0.0,1.0
945,0.0,4.0,1.0
946,6.0,6.0,3.0
947,3.0,2.0,2.0
948,2.0,0.0,0.0
949,2.0,0.0,0.0
950,12.0,10.0,4.0
951,0.0,0.0,0.0
952,4.0,5.0,0.0
953,2.0,2.0,3.0
954,2.0,0.0,0.0
955,9.0,8.0,1.0
956,3.0,2.0,2.0
957,6.0,6.0,1.0
958,10.0,10.0,5.0
959,0.0,4.0,1.0
960,5.0,6.0,2.0
961,9.0,6.0,2.0
962,9.0,3.0,1.0
963,4.0,5.0,2.0
964,6.0,3.0,0.0
965,5.0,3.0,1.0
966,2.0,2.0,1.0
967,2.0,3.0,2.0
968,7.0,4.0,2.0
969,1.0,3.0,1.0
970,0.0,1.0,0.0
971,3.0,1.0,0.0
972,1.0,6.0,0.0
973,2.0,1.0,0.0
974,4.0,3.0,0.0
975,2.0,0.0,0.0
976,2.0,0.0,0.0
977,2.0,1.0,1.0
978,0.0,2.0,1.0
979,6.0,4.0,4.0
981,0.0,0.0,0.0
981,7.0,7.0,2.0
982,3.0,8.0,2.0
983,2.0,1.0,2.0
984,4.0,3.0,0.0
985,6.0,22.0,0.0
986,1.0,5.0,1.0
987,3.0,10.0,0.0
988,2.0,12.0,0.0
989,2.0,12.0,0.0
990,2.0,18.0,0.0
991,0.0,6.0,0.0
992,1.0,14.0,0.0
993,3.0,6.0,1.0
994,2.0,2.0,0.0
995,2.0,3.0,1.0
996,3.0,0.0,0.0
997,7.0,3.0,2.0
998,2.0,2.0,2.0
999,0.0,1.0,1.0
1000,2.0,2.0,2.0
1001,0.0,0.0,0.0
1002,2.0,2.0,0.0
1003,7.0,3.0,1.0
1004,2.0,4.0,0.0
1005,1.0,5.0,2.0
1006,0.0,1.0,1.0
1007,5.0,5.0,1.0
1008,0.0,0.0,0.0
1009,1.0,0.0,0.0
1010,0.0,2.0,1.0
1011,0.0,0.0,2.0
1012,0.0,0.0,0.0
1013,1.0,3.0,0.0
1014,4.0,1.0,0.0
1015,2.0,2.0,0.0
1016,2.0,2.0,2.0
1017,3.0,4.0,0.0
1018,2.0,3.0,1.0
1019,0.0,0.0,1.0
1020,1.0,1.0,0.0
1021,1.0,2.0,0.0
1022,1.0,1.0,0.0
1023,1.0,1.0,0.0
1024,1.0,2.0,0.0
1025,3.0,5.0,1.0
1026,1.0,0.0,0.0
1027,2.0,3.0,1.0
1028,1.0,1.0,0.0
1029,1.0,1.0,0.0
1030,0.0,0.0,0.0
1031,0.0,1.0,0.0
1032,0.0,0.0,0.0
1033,0.0,1.0,1.0
1034,5.0,1.0,10.0
1035,2.0,1.0,0.0
1036,0.0,0.0,0.0
1037,0.0,0.0,0.0
1038,0.0,1.0,0.0
1039,0.0,0.0,0.0
1040,4.0,1.0,0.0
1041,2.0,0.0,0.0
1042,1.0,0.0,1.0
1043,0.0,0.0,1.0
1044,0.0,1.0,1.0
1045,1.0,1.0,0.0
1046,3.0,0.0,1.0
1047,0.0,0.0,1.0
1048,0.0,5.0,1.0
1049,2.0,1.0,0.0
1050,0.0,0.0,0.0
1051,1.0,1.0,0.0
1052,2.0,0.0,0.0
1053,1.0,0.0,0.0
1054,1.0,1.0,0.0
1055,0.0,0.0,0.0
1056,0.0,1.0,0.0
1057,0.0,0.0,0.0
1058,3.0,2.0,0.0
1059,2.0,8.0,3.0
1060,4.0,4.0,2.0
1061,1.0,1.0,0.0
1062,3.0,3.0,0.0
1063,4.0,7.0,1.0
1064,0.0,5.0,0.0
1065,0.0,1.0,2.0
1066,0.0,2.0,0.0
1067,1.0,1.0,0.0
1068,4.0,3.0,1.0
1069,1.0,3.0,1.0
1070,0.0,4.0,1.0
1071,0.0,0.0,1.0
1072,0.0,0.0,1.0
1073,2.0,4.0,0.0
1074,1.0,4.0,1.0
1075,1.0,5.0,1.0
1076,7.0,7.0,3.0
1077,2.0,2.0,0.0
1078,2.0,0.0,5.0
1079,0.0,2.0,1.0
1080,0.0,1.0,0.0
1081,0.0,2.0,1.0
1082,1.0,6.0,0.0
1083,0.0,0.0,0.0
1084,2.0,5.0,2.0
1085,3.0,5.0,5.0
1086,3.0,4.0,3.0
1087,0.0,0.0,0.0
1088,1.0,3.0,0.0
1089,2.0,3.0,0.0
1090,1.0,5.0,2.0
1091,0.0,0.0,0.0
1092,1.0,3.0,2.0
1093,1.0,5.0,2.0
1094,2.0,2.0,1.0
1095,4.0,1.0,0.0
1096,3.0,5.0,4.0
1097,0.0,2.0,0.0
1098,2.0,0.0,1.0
1099,3.0,4.0,4.0
1100,1.0,1.0,0.0
1101,2.0,4.0,1.0
1102,0.0,1.0,0.0
1103,3.0,7.0,1.0
1104,0.0,1.0,1.0
1105,2.0,1.0,1.0
1106,4.0,4.0,2.0
1107,0.0,2.0,1.0
1108,2.0,1.0,2.0
1109,3.0,2.0,0.0
1110,2.0,1.0,0.0
1111,2.0,7.0,2.0
1112,5.0,8.0,7.0
1113,4.0,3.0,6.0
1114,5.0,1.0,1.0
1115,1.0,1.0,2.0
1116,0.0,1.0,0.0
1118,0.0,0.0,0.0
1118,0.0,1.0,0.0
1119,0.0,0.0,0.0
1120,0.0,0.0,0.0
1121,0.0,0.0,0.0
1122,0.0,0.0,0.0
1123,1.0,0.0,0.0
1124,1.0,0.0,0.0
1125,0.0,2.0,0.0
1126,2.0,0.0,1.0
1127,0.0,0.0,0.0
1128,0.0,0.0,1.0
1129,0.0,0.0,0.0
1130,0.0,0.0,1.0
1131,0.0,1.0,0.0
1132,0.0,0.0,0.0
1133,0.0,0.0,1.0
1134,0.0,1.0,0.0
1135,0.0,0.0,0.0
1136,0.0,0.0,0.0
1137,1.0,0.0,0.0
1138,1.0,0.0,0.0
1139,1.0,0.0,0.0
1140,1.0,1.0,2.0
1142,0.0,0.0,0.0
1142,1.0,0.0,1.0
1143,1.0,1.0,0.0
1144,0.0,0.0,0.0
1145,1.0,0.0,0.0
1146,1.0,2.0,0.0
1147,0.0,0.0,0.0
1148,0.0,0.0,1.0
1149,0.0,0.0,1.0
1150,1.0,0.0,0.0
1151,0.0,1.0,1.0
1152,2.0,1.0,0.0
1153,2.0,2.0,0.0
1155,0.0,0.0,0.0
1155,2.0,3.0,0.0
1156,1.0,2.0,0.0
1157,0.0,1.0,0.0
1158,1.0,0.0,1.0
1159,1.0,0.0,0.0
1160,0.0,0.0,1.0
1161,0.0,4.0,0.0
1162,1.0,0.0,0.0
1163,0.0,1.0,0.0
1164,2.0,3.0,1.0
1165,2.0,2.0,0.0
