,9-28-2018,10-28-2018,11-28-2018
63,38.0,122.0,63.0
64,76.0,206.0,114.0
65,39.0,114.0,49.0
66,73.0,148.0,88.0
67,51.0,117.0,70.0
68,79.0,217.0,115.0
69,49.0,157.0,97.0
70,28.0,82.0,47.0
71,45.0,93.0,73.0
72,72.0,123.0,72.0
73,18.0,48.0,30.0
74,12.0,27.0,16.0
75,2.0,1.0,0.0
76,23.0,60.0,30.0
77,17.0,47.0,19.0
78,9.0,5.0,0.0
79,16.0,49.0,29.0
80,0.0,0.0,1.0
81,11.0,47.0,23.0
82,18.0,54.0,29.0
83,8.0,37.0,17.0
84,31.0,45.0,39.0
85,42.0,120.0,59.0
86,6.0,25.0,10.0
87,8.0,33.0,4.0
88,42.0,93.0,32.0
89,7.0,17.0,20.0
90,19.0,46.0,18.0
91,3.0,3.0,0.0
92,3.0,2.0,1.0
93,0.0,8.0,2.0
94,2.0,5.0,6.0
95,3.0,6.0,9.0
96,0.0,5.0,3.0
97,1.0,0.0,0.0
98,0.0,3.0,6.0
99,13.0,29.0,26.0
100,5.0,11.0,15.0
101,3.0,10.0,14.0
102,7.0,14.0,33.0
103,9.0,13.0,10.0
104,11.0,23.0,11.0
105,10.0,19.0,18.0
106,4.0,31.0,17.0
107,34.0,65.0,34.0
108,24.0,74.0,45.0
109,23.0,47.0,34.0
110,21.0,46.0,27.0
111,24.0,60.0,30.0
112,14.0,57.0,23.0
113,11.0,51.0,21.0
114,24.0,67.0,20.0
115,11.0,48.0,17.0
116,17.0,33.0,15.0
117,9.0,32.0,19.0
118,4.0,22.0,6.0
119,9.0,14.0,13.0
120,30.0,77.0,33.0
121,45.0,102.0,53.0
122,11.0,35.0,11.0
123,2.0,2.0,4.0
124,31.0,35.0,7.0
125,3.0,5.0,6.0
126,4.0,13.0,1.0
127,18.0,45.0,24.0
128,1.0,16.0,7.0
129,24.0,72.0,34.0
130,2.0,4.0,0.0
131,10.0,45.0,25.0
132,0.0,8.0,2.0
133,0.0,1.0,1.0
134,17.0,26.0,13.0
135,39.0,97.0,55.0
136,5.0,23.0,22.0
137,15.0,34.0,24.0
138,42.0,115.0,66.0
139,26.0,38.0,37.0
140,32.0,80.0,59.0
141,43.0,131.0,47.0
142,96.0,220.0,99.0
143,4.0,5.0,4.0
144,3.0,6.0,1.0
145,24.0,39.0,18.0
146,3.0,13.0,9.0
147,5.0,8.0,4.0
148,6.0,18.0,10.0
149,14.0,39.0,19.0
150,2.0,3.0,1.0
151,5.0,9.0,1.0
152,1.0,2.0,0.0
153,1.0,26.0,10.0
154,8.0,45.0,18.0
155,7.0,13.0,7.0
156,10.0,27.0,18.0
157,13.0,73.0,30.0
158,5.0,24.0,7.0
159,8.0,19.0,8.0
160,26.0,77.0,46.0
