,10-28-2019,11-28-2019,12-28-2019
859,3.0,5.0,1.0
860,6.0,4.0,1.0
861,4.0,2.0,1.0
862,16.0,17.0,1.0
863,5.0,4.0,4.0
864,6.0,7.0,1.0
865,3.0,4.0,1.0
866,5.0,1.0,1.0
867,5.0,7.0,1.0
868,5.0,4.0,2.0
869,5.0,2.0,1.0
870,7.0,5.0,0.0
871,4.0,1.0,0.0
872,4.0,2.0,0.0
873,3.0,10.0,0.0
874,7.0,11.0,1.0
875,4.0,2.0,0.0
876,4.0,0.0,2.0
877,9.0,13.0,1.0
878,2.0,2.0,0.0
879,8.0,12.0,0.0
880,7.0,1.0,1.0
881,3.0,10.0,0.0
882,2.0,8.0,0.0
883,5.0,14.0,1.0
884,11.0,1.0,0.0
885,5.0,6.0,0.0
886,9.0,5.0,1.0
887,11.0,14.0,1.0
888,11.0,15.0,0.0
889,7.0,6.0,0.0
890,11.0,18.0,4.0
891,3.0,2.0,0.0
892,9.0,5.0,0.0
893,6.0,8.0,1.0
894,2.0,3.0,1.0
895,3.0,5.0,0.0
896,10.0,12.0,1.0
897,6.0,4.0,1.0
898,5.0,8.0,1.0
899,5.0,8.0,1.0
900,17.0,10.0,0.0
901,3.0,4.0,0.0
902,21.0,21.0,2.0
903,5.0,13.0,0.0
904,5.0,5.0,1.0
905,3.0,1.0,0.0
906,4.0,1.0,1.0
907,10.0,11.0,0.0
908,9.0,5.0,1.0
909,6.0,5.0,1.0
910,1.0,8.0,1.0
911,7.0,3.0,1.0
912,0.0,5.0,0.0
913,12.0,7.0,1.0
914,3.0,5.0,0.0
915,5.0,5.0,0.0
916,16.0,15.0,1.0
917,8.0,16.0,0.0
918,1.0,2.0,0.0
919,9.0,1.0,0.0
920,7.0,3.0,0.0
921,2.0,2.0,0.0
922,5.0,7.0,2.0
923,15.0,1.0,0.0
924,4.0,3.0,0.0
925,4.0,2.0,0.0
926,18.0,8.0,0.0
927,0.0,3.0,1.0
928,1.0,0.0,0.0
929,0.0,1.0,0.0
930,2.0,4.0,1.0
931,7.0,8.0,1.0
932,5.0,3.0,3.0
933,5.0,7.0,0.0
934,11.0,9.0,2.0
935,4.0,11.0,1.0
936,5.0,2.0,1.0
937,3.0,4.0,0.0
938,3.0,4.0,0.0
939,2.0,0.0,0.0
940,1.0,3.0,0.0
941,2.0,2.0,0.0
942,1.0,0.0,0.0
943,1.0,2.0,0.0
944,2.0,2.0,0.0
945,3.0,2.0,0.0
946,2.0,2.0,0.0
947,1.0,6.0,0.0
948,0.0,1.0,0.0
949,0.0,1.0,0.0
950,17.0,14.0,1.0
951,0.0,0.0,0.0
952,2.0,1.0,0.0
953,4.0,3.0,1.0
954,2.0,1.0,0.0
955,9.0,14.0,2.0
956,2.0,1.0,0.0
957,13.0,11.0,2.0
958,10.0,17.0,2.0
959,4.0,1.0,0.0
960,6.0,4.0,0.0
961,6.0,6.0,1.0
962,8.0,6.0,0.0
963,4.0,3.0,0.0
964,0.0,7.0,0.0
965,9.0,2.0,0.0
966,2.0,2.0,0.0
967,2.0,3.0,1.0
968,0.0,1.0,0.0
969,6.0,5.0,1.0
970,3.0,1.0,1.0
971,3.0,2.0,1.0
972,4.0,3.0,0.0
973,1.0,2.0,1.0
974,6.0,3.0,0.0
975,5.0,5.0,3.0
976,6.0,1.0,0.0
977,7.0,5.0,0.0
978,1.0,1.0,0.0
979,1.0,2.0,0.0
981,0.0,0.0,0.0
981,15.0,11.0,3.0
982,5.0,9.0,0.0
983,2.0,6.0,0.0
984,7.0,4.0,2.0
985,4.0,6.0,0.0
986,4.0,6.0,0.0
987,0.0,6.0,0.0
988,1.0,4.0,0.0
989,4.0,5.0,0.0
990,7.0,4.0,0.0
991,3.0,1.0,1.0
992,2.0,1.0,0.0
993,5.0,2.0,0.0
994,0.0,0.0,0.0
995,8.0,6.0,0.0
996,2.0,0.0,1.0
997,8.0,1.0,2.0
998,8.0,4.0,0.0
999,2.0,2.0,0.0
1000,2.0,1.0,0.0
1001,1.0,1.0,0.0
1002,0.0,5.0,0.0
1003,2.0,2.0,0.0
1004,5.0,1.0,0.0
1005,0.0,1.0,0.0
1006,5.0,2.0,0.0
1007,1.0,0.0,0.0
1008,3.0,3.0,0.0
1009,3.0,4.0,0.0
1010,0.0,0.0,0.0
1011,0.0,2.0,0.0
1012,0.0,1.0,0.0
1013,1.0,0.0,0.0
1014,0.0,0.0,0.0
1015,6.0,1.0,2.0
1016,3.0,3.0,1.0
1017,2.0,3.0,0.0
1018,0.0,2.0,0.0
1019,0.0,1.0,0.0
1020,5.0,5.0,0.0
1021,1.0,0.0,0.0
1022,5.0,0.0,1.0
1023,0.0,0.0,0.0
1024,2.0,2.0,0.0
1025,0.0,0.0,0.0
1026,5.0,2.0,0.0
1027,0.0,0.0,0.0
1028,1.0,3.0,0.0
1029,0.0,0.0,0.0
1030,0.0,0.0,0.0
1031,1.0,1.0,0.0
1032,0.0,0.0,0.0
1033,1.0,1.0,0.0
1034,8.0,3.0,0.0
1035,0.0,0.0,0.0
1036,0.0,2.0,0.0
1037,0.0,3.0,0.0
1038,0.0,0.0,0.0
1039,0.0,4.0,0.0
1040,4.0,2.0,0.0
1041,0.0,0.0,0.0
1042,2.0,1.0,0.0
1043,2.0,3.0,0.0
1044,0.0,2.0,0.0
1045,2.0,0.0,0.0
1046,0.0,0.0,0.0
1047,3.0,0.0,0.0
1048,4.0,0.0,1.0
1049,0.0,0.0,0.0
1050,0.0,2.0,0.0
1051,0.0,0.0,0.0
1052,0.0,0.0,0.0
1053,0.0,0.0,0.0
1054,3.0,0.0,0.0
1055,0.0,0.0,0.0
1056,0.0,0.0,0.0
1057,0.0,0.0,0.0
1058,0.0,1.0,0.0
1059,6.0,7.0,0.0
1060,1.0,0.0,0.0
1061,1.0,1.0,0.0
1062,3.0,6.0,1.0
1063,1.0,1.0,1.0
1064,2.0,4.0,0.0
1065,1.0,6.0,1.0
1066,0.0,0.0,0.0
1067,2.0,2.0,0.0
1068,3.0,0.0,0.0
1069,2.0,1.0,0.0
1070,1.0,1.0,0.0
1071,2.0,0.0,0.0
1072,2.0,0.0,0.0
1073,1.0,1.0,0.0
1074,3.0,3.0,0.0
1075,1.0,3.0,0.0
1076,5.0,5.0,1.0
1077,0.0,2.0,0.0
1078,1.0,0.0,0.0
1079,0.0,0.0,0.0
1080,2.0,0.0,0.0
1081,0.0,0.0,0.0
1082,1.0,1.0,0.0
1083,2.0,0.0,0.0
1084,2.0,3.0,0.0
1085,7.0,6.0,0.0
1086,6.0,0.0,0.0
1087,0.0,0.0,0.0
1088,5.0,3.0,0.0
1089,3.0,2.0,0.0
1090,10.0,1.0,0.0
1091,1.0,1.0,1.0
1092,7.0,5.0,0.0
1093,1.0,4.0,0.0
1094,2.0,1.0,0.0
1095,4.0,0.0,0.0
1096,3.0,4.0,2.0
1097,2.0,0.0,0.0
1098,4.0,1.0,0.0
1099,5.0,1.0,0.0
1100,1.0,2.0,0.0
1101,0.0,0.0,0.0
1102,4.0,1.0,1.0
1103,12.0,1.0,0.0
1104,1.0,0.0,0.0
1105,1.0,2.0,0.0
1106,8.0,9.0,0.0
1107,2.0,3.0,0.0
1108,5.0,8.0,1.0
1109,9.0,4.0,1.0
1110,0.0,2.0,0.0
1111,7.0,3.0,0.0
1112,4.0,10.0,0.0
1113,7.0,4.0,0.0
1114,4.0,5.0,0.0
1115,6.0,2.0,0.0
1116,0.0,0.0,0.0
1118,0.0,0.0,0.0
1118,1.0,0.0,0.0
1119,0.0,0.0,0.0
1120,0.0,0.0,0.0
1121,0.0,0.0,0.0
1122,0.0,0.0,0.0
1123,0.0,0.0,0.0
1124,1.0,0.0,0.0
1125,0.0,0.0,0.0
1126,0.0,0.0,0.0
1127,0.0,0.0,0.0
1128,0.0,0.0,0.0
1129,0.0,0.0,0.0
1130,0.0,0.0,0.0
1131,0.0,1.0,0.0
1132,0.0,0.0,0.0
1133,0.0,0.0,0.0
1134,0.0,0.0,0.0
1135,1.0,0.0,0.0
1136,0.0,1.0,0.0
1137,0.0,0.0,0.0
1138,0.0,1.0,0.0
1139,1.0,0.0,0.0
1140,3.0,0.0,0.0
1142,0.0,0.0,0.0
1142,2.0,2.0,0.0
1143,0.0,1.0,0.0
1144,0.0,1.0,0.0
1145,0.0,2.0,0.0
1146,1.0,0.0,0.0
1147,1.0,2.0,0.0
1148,0.0,0.0,0.0
1149,0.0,1.0,0.0
1150,2.0,1.0,0.0
1151,11.0,8.0,8.0
1152,2.0,2.0,0.0
1153,2.0,2.0,0.0
1155,0.0,0.0,0.0
1155,1.0,1.0,0.0
1156,0.0,0.0,0.0
1157,2.0,0.0,0.0
1158,3.0,1.0,0.0
1159,0.0,2.0,0.0
1160,2.0,0.0,1.0
1161,0.0,2.0,1.0
1162,1.0,2.0,0.0
1163,2.0,1.0,0.0
1164,2.0,4.0,0.0
1165,2.0,3.0,0.0
1166,1.0,2.0,0.0
1167,3.0,2.0,0.0
1168,2.0,4.0,1.0
1169,7.0,6.0,0.0
1170,3.0,3.0,0.0
1171,0.0,5.0,0.0
1172,0.0,0.0,0.0
1173,3.0,0.0,0.0
1174,1.0,2.0,0.0
1175,1.0,3.0,0.0
1176,4.0,1.0,0.0
1177,1.0,5.0,0.0
1178,5.0,6.0,0.0
1179,6.0,4.0,0.0
1180,0.0,1.0,0.0
1181,1.0,1.0,0.0
1182,1.0,3.0,0.0
1183,1.0,2.0,0.0
1184,0.0,1.0,1.0
1185,3.0,0.0,0.0
1186,3.0,0.0,0.0
1187,0.0,0.0,0.0
1188,2.0,0.0,0.0
1189,0.0,0.0,0.0
1190,5.0,2.0,0.0
1191,2.0,0.0,0.0
1192,0.0,0.0,0.0
1193,2.0,0.0,0.0
1194,0.0,0.0,0.0
1195,0.0,0.0,1.0
1196,1.0,0.0,0.0
1197,0.0,0.0,0.0
1198,4.0,2.0,0.0
1199,0.0,0.0,0.0
1200,1.0,4.0,0.0
1201,3.0,0.0,0.0
1202,2.0,0.0,0.0
1203,3.0,0.0,5.0
1204,0.0,0.0,0.0
1206,0.0,0.0,0.0
1206,5.0,2.0,0.0
1207,1.0,0.0,0.0
1208,1.0,2.0,0.0
1209,6.0,1.0,0.0
1210,3.0,1.0,0.0
1211,3.0,2.0,0.0
1212,2.0,0.0,0.0
1213,0.0,1.0,0.0
1214,2.0,2.0,0.0
1215,5.0,4.0,1.0
1216,1.0,1.0,0.0
1217,2.0,1.0,0.0
1218,2.0,2.0,0.0
1219,2.0,3.0,0.0
1220,2.0,2.0,1.0
1221,1.0,0.0,0.0
1222,1.0,1.0,0.0
1223,2.0,2.0,0.0
1224,2.0,1.0,0.0
1225,2.0,0.0,0.0
1226,0.0,0.0,0.0
1227,0.0,0.0,0.0
1228,1.0,0.0,0.0
1229,0.0,0.0,0.0
1230,0.0,2.0,0.0
1231,0.0,0.0,0.0
1232,0.0,0.0,0.0
1233,0.0,0.0,0.0
1234,0.0,0.0,0.0
1235,0.0,0.0,0.0
1236,0.0,0.0,0.0
1237,0.0,0.0,0.0
1238,0.0,0.0,0.0
1239,0.0,0.0,0.0
1240,0.0,0.0,0.0
1241,0.0,0.0,0.0
1242,0.0,0.0,0.0
1243,0.0,0.0,0.0
1244,0.0,0.0,0.0
1245,0.0,0.0,0.0
1246,0.0,0.0,0.0
1247,0.0,0.0,0.0
1248,0.0,0.0,0.0
1249,0.0,0.0,0.0
1250,0.0,0.0,0.0
1251,0.0,0.0,0.0
1252,0.0,0.0,0.0
1253,0.0,0.0,0.0
1254,0.0,0.0,0.0
1255,0.0,0.0,0.0
1256,0.0,0.0,0.0
1257,0.0,0.0,0.0
1258,0.0,0.0,0.0
1259,0.0,0.0,0.0
1260,2.0,0.0,0.0
1261,0.0,0.0,0.0
1262,0.0,0.0,0.0
1263,1.0,0.0,0.0
1264,0.0,1.0,0.0
1265,0.0,0.0,0.0
1266,0.0,0.0,0.0
1267,0.0,0.0,0.0
1268,0.0,0.0,0.0
1269,0.0,0.0,0.0
1270,0.0,2.0,0.0
1271,0.0,2.0,0.0
1272,0.0,0.0,0.0
1273,0.0,0.0,0.0
1274,0.0,0.0,0.0
1275,0.0,0.0,0.0
1276,0.0,0.0,0.0
1277,1.0,0.0,0.0
1278,1.0,0.0,0.0
1279,0.0,0.0,0.0
1280,0.0,0.0,0.0
1281,0.0,0.0,0.0
1282,0.0,0.0,0.0
1283,2.0,0.0,0.0
1284,0.0,0.0,0.0
1285,0.0,0.0,0.0
1286,0.0,0.0,0.0
1287,0.0,0.0,0.0
1288,0.0,0.0,0.0
1289,0.0,0.0,0.0
1290,0.0,1.0,0.0
1291,0.0,0.0,0.0
1292,1.0,1.0,0.0
1293,0.0,0.0,0.0
1294,0.0,2.0,0.0
1295,0.0,0.0,0.0
1296,1.0,1.0,0.0
1297,0.0,0.0,0.0
1298,0.0,3.0,0.0
1299,0.0,0.0,0.0
1300,1.0,3.0,0.0
1301,0.0,0.0,0.0
1302,0.0,0.0,0.0
1303,0.0,0.0,0.0
1304,0.0,0.0,0.0
1305,0.0,0.0,0.0
1306,0.0,0.0,0.0
1307,0.0,0.0,0.0
1308,0.0,0.0,0.0
1309,0.0,0.0,0.0
1310,0.0,0.0,0.0
1311,0.0,0.0,0.0
1312,0.0,0.0,0.0
1313,0.0,0.0,0.0
1314,0.0,0.0,0.0
1315,0.0,0.0,0.0
1316,0.0,0.0,0.0
1317,0.0,0.0,0.0
1318,0.0,0.0,0.0
1319,0.0,0.0,0.0
1320,0.0,0.0,0.0
1321,0.0,0.0,1.0
1322,0.0,1.0,0.0
1323,1.0,0.0,0.0
1324,0.0,0.0,0.0
1325,0.0,0.0,0.0
1326,1.0,3.0,0.0
1327,0.0,0.0,0.0
1328,3.0,0.0,0.0
1329,0.0,0.0,0.0
1330,0.0,0.0,0.0
1331,0.0,0.0,0.0
1332,0.0,0.0,0.0
1333,0.0,0.0,0.0
1334,0.0,0.0,0.0
1335,0.0,0.0,0.0
1336,0.0,0.0,0.0
1337,0.0,0.0,0.0
1338,0.0,0.0,0.0
1339,0.0,0.0,0.0
1340,0.0,0.0,0.0
1341,1.0,0.0,0.0
1342,0.0,1.0,0.0
1343,0.0,0.0,0.0
1344,0.0,0.0,0.0
1345,0.0,0.0,0.0
1346,1.0,1.0,0.0
1347,1.0,0.0,0.0
1348,1.0,0.0,0.0
1349,1.0,1.0,0.0
1350,2.0,3.0,0.0
1351,0.0,2.0,0.0
1352,0.0,0.0,0.0
1353,0.0,0.0,0.0
1354,2.0,0.0,0.0
1355,0.0,1.0,0.0
1356,0.0,2.0,0.0
1357,0.0,1.0,0.0
1358,0.0,0.0,0.0
1359,0.0,0.0,0.0
1360,1.0,0.0,0.0
1361,0.0,1.0,0.0
1362,0.0,0.0,0.0
1363,0.0,0.0,0.0
1364,0.0,2.0,0.0
1365,1.0,0.0,0.0
1366,1.0,0.0,0.0
1367,0.0,1.0,0.0
1368,0.0,2.0,0.0
1369,1.0,0.0,0.0
1370,1.0,0.0,0.0
1371,1.0,0.0,0.0
1372,0.0,0.0,0.0
1373,0.0,1.0,0.0
1374,1.0,1.0,0.0
1375,0.0,0.0,0.0
1376,0.0,0.0,0.0
1377,0.0,0.0,0.0
1378,0.0,0.0,0.0
1379,2.0,3.0,0.0
1380,1.0,3.0,0.0
1381,0.0,2.0,0.0
1382,0.0,1.0,0.0
1383,0.0,2.0,0.0
1384,1.0,0.0,0.0
1385,0.0,0.0,0.0
1386,0.0,0.0,0.0
1387,0.0,0.0,0.0
1388,0.0,1.0,0.0
1389,0.0,0.0,0.0
1390,1.0,1.0,0.0
1391,1.0,0.0,0.0
1392,0.0,0.0,0.0
1393,4.0,0.0,0.0
1394,0.0,0.0,0.0
1395,0.0,1.0,0.0
1396,0.0,0.0,0.0
1397,0.0,2.0,0.0
1398,1.0,0.0,0.0
1399,0.0,0.0,0.0
1400,0.0,0.0,0.0
1401,0.0,0.0,0.0
1402,0.0,0.0,0.0
1403,0.0,0.0,0.0
1404,0.0,3.0,1.0
1405,0.0,0.0,0.0
1406,0.0,0.0,0.0
1407,0.0,1.0,1.0
1408,0.0,0.0,0.0
1409,0.0,0.0,0.0
1410,0.0,1.0,0.0
1411,0.0,0.0,0.0
1412,0.0,0.0,0.0
1413,1.0,0.0,0.0
1414,2.0,1.0,0.0
1415,0.0,3.0,0.0
1416,1.0,0.0,0.0
1417,1.0,0.0,0.0
1418,1.0,0.0,0.0
1419,2.0,2.0,0.0
1420,0.0,1.0,0.0
1421,0.0,0.0,0.0
1422,0.0,0.0,0.0
1423,0.0,1.0,0.0
1424,2.0,1.0,0.0
1425,1.0,0.0,0.0
1426,0.0,0.0,0.0
1427,1.0,0.0,0.0
1428,1.0,2.0,0.0
1429,1.0,0.0,0.0
1430,1.0,1.0,0.0
1431,0.0,2.0,0.0
1432,0.0,1.0,0.0
1433,0.0,0.0,0.0
1434,1.0,1.0,0.0
1435,0.0,0.0,0.0
1436,1.0,0.0,0.0
1437,0.0,0.0,0.0
1438,0.0,1.0,0.0
1439,0.0,0.0,0.0
1440,0.0,0.0,0.0
1441,0.0,1.0,0.0
1442,0.0,0.0,0.0
1443,1.0,0.0,0.0
1444,0.0,1.0,0.0
1445,0.0,1.0,0.0
1446,0.0,2.0,0.0
1447,1.0,1.0,0.0
1448,3.0,0.0,0.0
1449,1.0,0.0,0.0
1450,1.0,0.0,0.0
1451,1.0,0.0,0.0
1452,0.0,0.0,0.0
1453,0.0,0.0,0.0
1454,0.0,0.0,0.0
1455,2.0,0.0,0.0
1456,1.0,0.0,0.0
1457,0.0,0.0,0.0
1458,0.0,1.0,0.0
1459,0.0,0.0,0.0
1460,0.0,1.0,0.0
1461,0.0,0.0,0.0
1462,1.0,0.0,0.0
1463,1.0,0.0,0.0
1464,1.0,0.0,0.0
1465,0.0,1.0,0.0
1466,0.0,1.0,1.0
1467,0.0,0.0,0.0
1468,1.0,2.0,0.0
1469,0.0,0.0,1.0
1470,0.0,0.0,0.0
1471,0.0,1.0,0.0
1472,1.0,0.0,0.0
1473,11.0,6.0,0.0
1474,5.0,5.0,0.0
1475,0.0,1.0,0.0
1476,4.0,9.0,0.0
1477,8.0,7.0,0.0
1478,5.0,3.0,2.0
1479,5.0,0.0,1.0
1480,4.0,4.0,0.0
1481,4.0,2.0,0.0
1482,0.0,0.0,0.0
1483,0.0,2.0,0.0
1484,1.0,1.0,1.0
1485,7.0,1.0,0.0
1486,3.0,7.0,2.0
1487,1.0,6.0,0.0
1488,4.0,2.0,0.0
1489,5.0,7.0,0.0
1490,9.0,5.0,0.0
1491,3.0,7.0,0.0
1492,3.0,2.0,0.0
1493,1.0,6.0,0.0
1494,4.0,0.0,0.0
1495,3.0,5.0,2.0
1496,0.0,1.0,0.0
1497,0.0,8.0,0.0
1498,4.0,2.0,0.0
1499,3.0,5.0,1.0
1500,3.0,3.0,0.0
1501,0.0,3.0,0.0
1502,1.0,1.0,0.0
1503,0.0,3.0,0.0
1504,3.0,1.0,0.0
1505,4.0,3.0,0.0
1506,1.0,3.0,0.0
1507,1.0,1.0,0.0
1508,3.0,0.0,0.0
1509,0.0,0.0,0.0
1510,2.0,4.0,0.0
1511,7.0,13.0,0.0
1512,2.0,4.0,0.0
1513,2.0,1.0,0.0
1514,5.0,7.0,0.0
1515,9.0,2.0,0.0
1516,6.0,4.0,0.0
1517,1.0,1.0,0.0
1518,6.0,3.0,0.0
1519,4.0,3.0,0.0
1520,2.0,3.0,0.0
1521,5.0,0.0,0.0
1522,2.0,1.0,0.0
1523,4.0,1.0,0.0
1524,1.0,0.0,0.0
1525,2.0,1.0,0.0
1526,0.0,0.0,0.0
1527,2.0,1.0,0.0
1528,0.0,6.0,0.0
1529,0.0,4.0,1.0
1530,3.0,6.0,0.0
1531,6.0,9.0,0.0
1532,4.0,6.0,0.0
1533,4.0,3.0,0.0
1534,4.0,2.0,1.0
1535,2.0,1.0,0.0
1536,2.0,2.0,1.0
1537,5.0,5.0,1.0
1538,4.0,0.0,0.0
1539,1.0,2.0,0.0
1540,5.0,4.0,2.0
1541,3.0,2.0,0.0
1542,5.0,6.0,0.0
1543,0.0,2.0,0.0
1544,7.0,5.0,0.0
1545,2.0,6.0,0.0
1546,0.0,0.0,0.0
1547,2.0,1.0,1.0
1548,1.0,7.0,2.0
1549,2.0,1.0,0.0
1550,1.0,4.0,0.0
1551,2.0,1.0,0.0
1552,3.0,2.0,0.0
1553,2.0,0.0,0.0
1554,2.0,2.0,0.0
1555,1.0,3.0,0.0
1556,2.0,1.0,0.0
1557,2.0,3.0,0.0
1558,0.0,0.0,0.0
1559,0.0,2.0,1.0
1560,1.0,2.0,0.0
1561,3.0,0.0,0.0
1562,4.0,6.0,2.0
1563,1.0,8.0,0.0
1564,4.0,3.0,0.0
1565,2.0,2.0,0.0
1566,1.0,2.0,0.0
1567,1.0,3.0,0.0
1568,4.0,1.0,0.0
1569,10.0,5.0,0.0
1570,0.0,5.0,0.0
1571,3.0,6.0,0.0
1572,0.0,0.0,1.0
1573,3.0,4.0,0.0
1574,1.0,2.0,0.0
1575,5.0,3.0,0.0
1576,2.0,2.0,1.0
1577,2.0,2.0,0.0
1578,1.0,0.0,0.0
1579,3.0,1.0,0.0
1580,4.0,3.0,0.0
1581,0.0,1.0,0.0
1582,1.0,1.0,0.0
1583,2.0,2.0,0.0
1584,0.0,2.0,1.0
1585,3.0,1.0,0.0
1586,2.0,5.0,0.0
1587,1.0,2.0,0.0
1588,3.0,2.0,0.0
1589,10.0,5.0,1.0
1590,5.0,6.0,0.0
1591,6.0,9.0,0.0
1592,2.0,5.0,0.0
1593,4.0,2.0,0.0
1594,3.0,0.0,0.0
1595,7.0,2.0,0.0
1596,1.0,1.0,0.0
1597,11.0,5.0,0.0
1598,2.0,1.0,0.0
1599,0.0,9.0,1.0
1600,6.0,2.0,0.0
1601,11.0,5.0,1.0
1602,3.0,8.0,0.0
1603,3.0,3.0,1.0
1604,1.0,1.0,0.0
1605,0.0,0.0,0.0
1606,0.0,1.0,0.0
1607,4.0,1.0,0.0
1608,0.0,4.0,0.0
1609,3.0,3.0,0.0
1610,5.0,5.0,0.0
1611,4.0,10.0,0.0
1612,0.0,1.0,0.0
1613,3.0,2.0,0.0
1614,1.0,2.0,0.0
1615,4.0,1.0,0.0
1616,1.0,7.0,0.0
1617,0.0,5.0,0.0
1618,7.0,3.0,0.0
1619,0.0,3.0,0.0
1620,3.0,0.0,0.0
1621,3.0,1.0,0.0
1622,1.0,4.0,1.0
1623,4.0,4.0,0.0
1624,6.0,7.0,0.0
1625,3.0,2.0,0.0
1626,0.0,3.0,0.0
1627,0.0,0.0,0.0
1628,2.0,2.0,0.0
1629,3.0,2.0,0.0
1630,0.0,7.0,0.0
1631,2.0,4.0,1.0
1632,10.0,3.0,0.0
1633,3.0,4.0,0.0
1634,2.0,2.0,1.0
1635,0.0,1.0,2.0
1636,3.0,4.0,0.0
1637,3.0,7.0,0.0
1638,3.0,1.0,1.0
1639,6.0,2.0,0.0
1640,2.0,6.0,0.0
1641,3.0,4.0,0.0
1642,2.0,3.0,0.0
1643,3.0,1.0,0.0
1644,3.0,3.0,0.0
1645,2.0,10.0,0.0
1646,0.0,1.0,1.0
1647,0.0,0.0,0.0
1648,0.0,1.0,0.0
1649,4.0,0.0,0.0
1650,3.0,4.0,0.0
1651,0.0,2.0,0.0
1652,1.0,1.0,0.0
1653,1.0,0.0,0.0
1654,1.0,3.0,0.0
1655,1.0,0.0,0.0
1656,10.0,6.0,0.0
1657,3.0,2.0,0.0
1658,2.0,4.0,0.0
1659,3.0,0.0,1.0
1660,1.0,4.0,0.0
1661,0.0,0.0,0.0
1662,1.0,1.0,0.0
1663,1.0,1.0,0.0
1664,5.0,5.0,0.0
1665,2.0,0.0,0.0
1666,0.0,3.0,0.0
1667,0.0,3.0,0.0
1668,2.0,0.0,0.0
1669,2.0,11.0,0.0
1670,2.0,1.0,0.0
1671,0.0,0.0,0.0
1672,0.0,1.0,0.0
1673,0.0,1.0,0.0
1674,3.0,3.0,0.0
1675,7.0,7.0,0.0
1676,1.0,3.0,0.0
1677,1.0,3.0,0.0
1678,2.0,0.0,0.0
1679,2.0,4.0,1.0
1680,9.0,2.0,0.0
1681,8.0,18.0,0.0
1682,8.0,7.0,3.0
1683,5.0,3.0,1.0
1684,1.0,1.0,0.0
1685,2.0,3.0,1.0
1686,6.0,3.0,0.0
1687,3.0,3.0,1.0
1688,7.0,5.0,0.0
1689,8.0,2.0,0.0
1690,4.0,2.0,0.0
1691,0.0,3.0,0.0
1692,5.0,7.0,1.0
1693,13.0,5.0,2.0
1694,8.0,11.0,0.0
1695,11.0,2.0,1.0
1696,11.0,6.0,1.0
1697,3.0,4.0,1.0
1698,6.0,7.0,1.0
1699,9.0,11.0,0.0
1700,5.0,6.0,0.0
1701,1.0,1.0,0.0
1702,9.0,11.0,1.0
1703,10.0,12.0,0.0
1704,13.0,14.0,4.0
1705,2.0,10.0,0.0
1706,1.0,4.0,0.0
1707,4.0,6.0,0.0
1708,1.0,1.0,0.0
1709,0.0,0.0,0.0
1710,1.0,3.0,1.0
1711,3.0,1.0,0.0
1712,5.0,8.0,1.0
1713,1.0,3.0,0.0
1714,5.0,4.0,0.0
1715,4.0,3.0,0.0
1716,2.0,3.0,0.0
1717,0.0,1.0,1.0
