,6-28-2019,7-28-2019,8-28-2019
319,81.0,99.0,1.0
320,96.0,140.0,7.0
321,108.0,114.0,20.0
322,176.0,232.0,9.0
323,69.0,120.0,6.0
324,87.0,112.0,8.0
325,147.0,177.0,14.0
326,47.0,57.0,3.0
327,175.0,220.0,15.0
328,47.0,63.0,3.0
329,108.0,159.0,40.0
330,115.0,152.0,6.0
331,189.0,196.0,21.0
332,137.0,159.0,12.0
333,194.0,233.0,17.0
334,5.0,8.0,0.0
335,5.0,18.0,1.0
336,19.0,33.0,4.0
337,8.0,6.0,0.0
338,8.0,16.0,0.0
339,24.0,20.0,2.0
340,20.0,17.0,1.0
341,1.0,5.0,0.0
342,16.0,24.0,0.0
343,3.0,8.0,0.0
344,21.0,35.0,2.0
345,34.0,46.0,6.0
346,34.0,36.0,1.0
347,90.0,114.0,10.0
348,55.0,39.0,4.0
349,63.0,56.0,3.0
350,32.0,45.0,5.0
351,79.0,121.0,7.0
352,20.0,24.0,2.0
353,45.0,53.0,3.0
354,40.0,30.0,4.0
355,33.0,42.0,1.0
356,54.0,66.0,7.0
357,32.0,35.0,4.0
358,49.0,57.0,1.0
359,91.0,95.0,9.0
360,68.0,83.0,6.0
361,18.0,41.0,5.0
362,18.0,20.0,2.0
363,33.0,35.0,1.0
364,31.0,47.0,5.0
365,21.0,27.0,2.0
366,27.0,23.0,7.0
367,43.0,48.0,5.0
368,17.0,35.0,0.0
369,48.0,65.0,3.0
370,35.0,37.0,1.0
371,54.0,92.0,0.0
372,46.0,42.0,2.0
373,77.0,94.0,9.0
374,43.0,42.0,2.0
375,22.0,31.0,2.0
376,25.0,29.0,1.0
377,18.0,35.0,2.0
378,46.0,52.0,2.0
379,25.0,25.0,2.0
380,24.0,37.0,1.0
381,21.0,32.0,0.0
382,30.0,26.0,0.0
383,13.0,18.0,1.0
384,4.0,7.0,1.0
385,17.0,13.0,0.0
386,12.0,12.0,0.0
387,18.0,16.0,1.0
389,0.0,0.0,0.0
389,31.0,32.0,1.0
390,16.0,9.0,0.0
391,10.0,13.0,2.0
392,32.0,45.0,5.0
393,0.0,4.0,0.0
394,5.0,4.0,0.0
395,5.0,6.0,0.0
396,7.0,11.0,1.0
397,1.0,3.0,1.0
398,7.0,1.0,0.0
399,28.0,36.0,2.0
400,11.0,12.0,0.0
401,11.0,9.0,0.0
402,5.0,3.0,0.0
403,8.0,9.0,0.0
404,0.0,7.0,0.0
405,39.0,36.0,4.0
406,33.0,28.0,7.0
407,32.0,41.0,2.0
408,22.0,26.0,3.0
409,16.0,16.0,0.0
410,21.0,21.0,0.0
411,30.0,25.0,0.0
412,22.0,20.0,1.0
413,22.0,25.0,1.0
414,30.0,19.0,9.0
415,14.0,16.0,0.0
416,42.0,43.0,3.0
417,16.0,47.0,3.0
418,5.0,8.0,0.0
419,3.0,16.0,0.0
420,143.0,132.0,14.0
421,77.0,57.0,0.0
422,36.0,37.0,8.0
423,44.0,60.0,0.0
424,42.0,51.0,0.0
425,66.0,56.0,5.0
426,86.0,97.0,9.0
427,9.0,10.0,0.0
428,39.0,46.0,1.0
429,10.0,10.0,1.0
430,49.0,59.0,11.0
431,1.0,6.0,0.0
432,49.0,39.0,8.0
433,42.0,52.0,3.0
434,52.0,41.0,1.0
435,62.0,53.0,1.0
436,17.0,17.0,1.0
437,17.0,15.0,1.0
438,7.0,2.0,1.0
439,4.0,4.0,1.0
440,7.0,12.0,2.0
441,0.0,0.0,0.0
442,1.0,0.0,0.0
443,2.0,1.0,0.0
444,5.0,9.0,0.0
445,2.0,5.0,1.0
446,5.0,6.0,5.0
447,0.0,2.0,1.0
448,5.0,11.0,2.0
449,7.0,6.0,0.0
450,33.0,31.0,1.0
451,24.0,27.0,1.0
452,6.0,17.0,0.0
453,50.0,35.0,0.0
454,40.0,37.0,3.0
455,28.0,33.0,2.0
456,13.0,12.0,0.0
457,25.0,25.0,1.0
458,14.0,27.0,1.0
459,0.0,1.0,0.0
460,14.0,18.0,0.0
461,3.0,2.0,1.0
462,1.0,7.0,0.0
463,4.0,6.0,0.0
464,2.0,8.0,0.0
465,1.0,2.0,0.0
466,4.0,5.0,0.0
467,13.0,12.0,0.0
468,11.0,4.0,0.0
469,5.0,7.0,0.0
470,5.0,10.0,0.0
471,7.0,7.0,1.0
472,12.0,12.0,2.0
473,11.0,15.0,1.0
474,3.0,4.0,1.0
475,16.0,9.0,0.0
476,5.0,3.0,0.0
477,4.0,5.0,0.0
478,9.0,16.0,3.0
479,8.0,15.0,0.0
480,1.0,7.0,0.0
481,3.0,4.0,0.0
482,14.0,19.0,0.0
483,10.0,5.0,0.0
484,3.0,6.0,0.0
485,5.0,2.0,0.0
486,3.0,3.0,0.0
487,7.0,2.0,0.0
488,45.0,70.0,2.0
489,59.0,66.0,10.0
490,47.0,61.0,1.0
491,17.0,29.0,7.0
492,149.0,162.0,12.0
493,22.0,42.0,3.0
494,22.0,19.0,7.0
495,8.0,3.0,0.0
496,43.0,45.0,1.0
497,12.0,11.0,0.0
498,37.0,52.0,5.0
499,41.0,41.0,0.0
500,15.0,18.0,1.0
501,33.0,43.0,1.0
502,13.0,23.0,1.0
503,40.0,48.0,7.0
504,60.0,71.0,6.0
505,19.0,21.0,0.0
506,94.0,123.0,8.0
507,33.0,58.0,5.0
508,66.0,69.0,2.0
509,60.0,68.0,2.0
510,36.0,36.0,5.0
511,52.0,65.0,5.0
512,78.0,89.0,3.0
513,9.0,4.0,0.0
514,7.0,5.0,1.0
515,5.0,18.0,0.0
516,24.0,34.0,2.0
517,19.0,51.0,3.0
518,50.0,19.0,0.0
519,15.0,27.0,5.0
520,12.0,22.0,2.0
521,18.0,28.0,2.0
522,33.0,38.0,3.0
523,13.0,14.0,2.0
524,13.0,6.0,0.0
525,5.0,11.0,0.0
526,10.0,8.0,0.0
527,45.0,35.0,4.0
528,12.0,12.0,2.0
529,16.0,3.0,0.0
530,27.0,39.0,3.0
531,6.0,18.0,0.0
532,43.0,59.0,13.0
533,47.0,48.0,0.0
534,20.0,27.0,2.0
535,20.0,26.0,0.0
536,28.0,41.0,3.0
537,32.0,38.0,4.0
538,8.0,19.0,0.0
539,12.0,16.0,1.0
540,13.0,17.0,1.0
541,5.0,9.0,0.0
542,12.0,19.0,0.0
543,34.0,37.0,3.0
544,83.0,113.0,6.0
545,24.0,31.0,0.0
546,85.0,87.0,8.0
547,15.0,13.0,2.0
548,5.0,5.0,2.0
549,19.0,11.0,3.0
550,9.0,14.0,0.0
551,34.0,22.0,2.0
552,14.0,15.0,5.0
553,10.0,11.0,1.0
554,7.0,15.0,1.0
555,10.0,15.0,0.0
556,7.0,10.0,0.0
557,14.0,22.0,1.0
558,8.0,10.0,0.0
559,9.0,15.0,0.0
560,23.0,29.0,1.0
561,23.0,15.0,1.0
562,14.0,16.0,0.0
563,30.0,31.0,0.0
564,20.0,20.0,1.0
565,10.0,10.0,0.0
566,22.0,13.0,2.0
567,13.0,6.0,0.0
568,3.0,25.0,0.0
569,18.0,17.0,0.0
570,15.0,28.0,3.0
571,4.0,1.0,0.0
572,4.0,3.0,0.0
573,22.0,6.0,3.0
574,2.0,5.0,0.0
575,6.0,5.0,0.0
576,7.0,2.0,0.0
577,14.0,5.0,1.0
578,2.0,0.0,0.0
579,9.0,8.0,0.0
580,20.0,37.0,1.0
581,40.0,57.0,2.0
582,0.0,3.0,0.0
583,20.0,20.0,2.0
584,27.0,16.0,3.0
585,10.0,15.0,0.0
586,5.0,7.0,0.0
587,2.0,9.0,1.0
588,11.0,8.0,0.0
589,41.0,35.0,2.0
590,24.0,15.0,2.0
591,15.0,11.0,0.0
592,30.0,32.0,0.0
593,20.0,40.0,1.0
594,2.0,2.0,0.0
595,47.0,39.0,4.0
596,13.0,25.0,2.0
597,8.0,10.0,0.0
598,11.0,15.0,2.0
599,2.0,2.0,0.0
600,0.0,1.0,0.0
601,3.0,16.0,2.0
602,4.0,4.0,0.0
603,4.0,8.0,0.0
604,17.0,31.0,1.0
605,3.0,13.0,0.0
606,6.0,6.0,1.0
607,1.0,0.0,0.0
608,0.0,0.0,0.0
609,3.0,0.0,1.0
610,7.0,13.0,1.0
611,1.0,4.0,0.0
612,0.0,6.0,1.0
613,65.0,47.0,5.0
614,0.0,0.0,0.0
615,7.0,9.0,2.0
616,16.0,16.0,1.0
617,78.0,75.0,6.0
618,6.0,5.0,1.0
619,12.0,19.0,0.0
620,7.0,9.0,1.0
621,23.0,39.0,1.0
622,15.0,11.0,2.0
623,23.0,31.0,0.0
624,13.0,17.0,0.0
625,0.0,0.0,0.0
626,8.0,14.0,0.0
627,21.0,11.0,0.0
628,25.0,22.0,2.0
629,25.0,18.0,1.0
630,11.0,6.0,0.0
631,11.0,9.0,3.0
632,3.0,3.0,0.0
633,16.0,8.0,0.0
634,14.0,12.0,0.0
635,45.0,67.0,1.0
636,41.0,21.0,0.0
637,71.0,79.0,7.0
638,43.0,59.0,2.0
639,39.0,47.0,3.0
640,80.0,111.0,3.0
641,28.0,28.0,1.0
642,89.0,104.0,11.0
643,36.0,34.0,4.0
644,42.0,70.0,8.0
645,80.0,97.0,11.0
646,2.0,3.0,0.0
647,2.0,5.0,0.0
648,3.0,3.0,1.0
649,1.0,3.0,0.0
650,21.0,21.0,1.0
651,2.0,5.0,0.0
652,2.0,2.0,0.0
653,10.0,7.0,1.0
654,3.0,11.0,0.0
655,2.0,5.0,0.0
656,3.0,9.0,0.0
657,4.0,2.0,0.0
658,60.0,50.0,7.0
659,53.0,67.0,7.0
660,56.0,49.0,2.0
661,77.0,82.0,9.0
662,81.0,113.0,2.0
663,71.0,76.0,4.0
664,55.0,48.0,1.0
665,60.0,61.0,11.0
666,95.0,104.0,4.0
667,17.0,25.0,2.0
668,32.0,47.0,4.0
669,33.0,54.0,0.0
670,25.0,19.0,1.0
671,2.0,12.0,0.0
672,30.0,27.0,2.0
673,23.0,34.0,0.0
674,25.0,26.0,6.0
675,26.0,28.0,1.0
676,31.0,33.0,11.0
677,38.0,37.0,2.0
678,23.0,31.0,2.0
679,44.0,46.0,2.0
680,13.0,18.0,0.0
681,18.0,17.0,2.0
682,14.0,13.0,1.0
683,18.0,12.0,1.0
684,8.0,16.0,0.0
685,2.0,4.0,1.0
686,6.0,4.0,0.0
687,3.0,5.0,0.0
688,14.0,20.0,1.0
689,1.0,4.0,0.0
690,5.0,7.0,0.0
691,5.0,19.0,1.0
692,6.0,2.0,0.0
693,7.0,6.0,0.0
694,13.0,8.0,0.0
695,43.0,18.0,21.0
696,7.0,10.0,0.0
697,13.0,19.0,1.0
698,13.0,11.0,0.0
699,21.0,32.0,1.0
700,11.0,5.0,0.0
701,2.0,2.0,3.0
702,21.0,22.0,1.0
703,15.0,15.0,1.0
704,17.0,18.0,0.0
705,11.0,17.0,3.0
706,32.0,41.0,1.0
707,25.0,33.0,2.0
708,1.0,8.0,1.0
709,3.0,1.0,0.0
710,1.0,4.0,0.0
711,12.0,16.0,0.0
712,19.0,24.0,0.0
713,33.0,30.0,0.0
714,26.0,33.0,1.0
715,13.0,20.0,1.0
716,46.0,49.0,0.0
717,38.0,38.0,1.0
718,10.0,12.0,0.0
719,19.0,26.0,0.0
720,94.0,115.0,9.0
722,0.0,0.0,0.0
722,70.0,84.0,10.0
723,23.0,20.0,2.0
724,91.0,81.0,4.0
725,36.0,27.0,1.0
726,43.0,40.0,5.0
727,36.0,43.0,1.0
728,51.0,93.0,10.0
729,5.0,11.0,2.0
730,14.0,24.0,3.0
731,38.0,46.0,3.0
732,41.0,59.0,1.0
733,50.0,72.0,2.0
734,21.0,26.0,6.0
736,0.0,0.0,0.0
736,7.0,11.0,1.0
737,4.0,18.0,2.0
738,40.0,38.0,6.0
739,11.0,23.0,1.0
740,27.0,30.0,1.0
741,5.0,18.0,0.0
742,3.0,4.0,0.0
743,2.0,6.0,1.0
744,34.0,48.0,39.0
745,15.0,21.0,3.0
746,25.0,32.0,28.0
747,51.0,59.0,0.0
748,41.0,60.0,4.0
749,49.0,62.0,0.0
750,22.0,33.0,0.0
751,48.0,49.0,3.0
752,38.0,61.0,6.0
753,48.0,59.0,4.0
754,47.0,60.0,1.0
755,12.0,12.0,2.0
756,12.0,3.0,1.0
757,11.0,6.0,0.0
758,8.0,7.0,0.0
759,7.0,6.0,1.0
760,8.0,17.0,1.0
761,9.0,28.0,0.0
762,2.0,2.0,0.0
763,16.0,16.0,0.0
764,2.0,7.0,1.0
765,3.0,3.0,0.0
766,0.0,0.0,0.0
767,1.0,0.0,0.0
768,6.0,12.0,0.0
769,13.0,15.0,0.0
770,15.0,17.0,0.0
771,4.0,2.0,0.0
772,4.0,4.0,0.0

