,9-28-2018,10-28-2018,11-28-2018
0,568.0,1427.0,818.0
1,79.0,189.0,95.0
2,192.0,517.0,251.0
3,12.0,32.0,27.0
4,62.0,150.0,144.0
5,187.0,515.0,251.0
6,125.0,315.0,150.0
7,95.0,246.0,111.0
8,315.0,771.0,422.0
9,68.0,168.0,77.0
10,104.0,376.0,173.0
11,227.0,603.0,321.0
12,140.0,351.0,209.0
13,34.0,60.0,35.0
14,129.0,308.0,150.0
15,31.0,98.0,32.0
16,289.0,754.0,446.0
17,277.0,868.0,495.0
18,190.0,495.0,234.0
19,15.0,58.0,24.0
20,28.0,85.0,37.0
21,258.0,536.0,196.0
22,128.0,434.0,189.0
23,99.0,239.0,140.0
24,1666.0,4549.0,2624.0
25,22.0,86.0,45.0
26,741.0,1699.0,874.0
27,60.0,203.0,133.0
28,77.0,199.0,104.0
29,44.0,115.0,52.0
30,139.0,269.0,213.0
31,122.0,370.0,187.0
32,267.0,617.0,353.0
33,8.0,38.0,22.0
34,110.0,220.0,131.0
35,14.0,23.0,9.0
36,41.0,102.0,59.0
37,16.0,33.0,17.0
38,238.0,688.0,372.0
39,314.0,735.0,382.0
40,212.0,601.0,282.0
41,71.0,183.0,100.0
42,109.0,266.0,162.0
43,87.0,210.0,156.0
44,106.0,175.0,97.0
45,16.0,57.0,20.0
46,141.0,400.0,216.0
47,46.0,109.0,51.0
48,131.0,232.0,154.0
49,57.0,160.0,87.0
50,249.0,598.0,373.0
51,17.0,54.0,29.0
52,197.0,625.0,422.0
53,83.0,245.0,171.0
54,87.0,247.0,114.0
55,38.0,79.0,58.0
56,188.0,628.0,273.0
57,212.0,530.0,290.0
58,92.0,226.0,128.0
59,66.0,108.0,74.0
60,161.0,514.0,214.0
61,35.0,94.0,33.0
62,30.0,35.0,12.0

