,7-28-2018,8-28-2018,9-28-2018
63,59.0,123.0,54.0
64,85.0,189.0,100.0
65,40.0,96.0,46.0
66,58.0,190.0,85.0
67,45.0,102.0,77.0
68,100.0,201.0,118.0
69,78.0,133.0,80.0
70,43.0,78.0,42.0
71,57.0,98.0,55.0
72,56.0,124.0,62.0
73,20.0,53.0,41.0
74,20.0,32.0,12.0
75,7.0,13.0,0.0
76,31.0,57.0,28.0
77,19.0,27.0,19.0
78,8.0,17.0,4.0
79,13.0,31.0,18.0
80,8.0,40.0,0.0
81,13.0,41.0,34.0
82,20.0,27.0,28.0
83,18.0,26.0,11.0
84,14.0,67.0,34.0
85,49.0,119.0,48.0
86,7.0,12.0,12.0
87,13.0,39.0,56.0
88,35.0,46.0,28.0
89,6.0,24.0,4.0
90,27.0,51.0,21.0
91,2.0,3.0,1.0
92,3.0,4.0,0.0
93,4.0,4.0,1.0
94,9.0,8.0,4.0
95,6.0,14.0,6.0
96,3.0,5.0,2.0
97,0.0,1.0,1.0
98,4.0,3.0,4.0
99,17.0,17.0,22.0
100,0.0,6.0,8.0
101,3.0,10.0,4.0
102,4.0,7.0,9.0
103,3.0,8.0,11.0
104,11.0,10.0,11.0
105,4.0,3.0,13.0
106,10.0,9.0,12.0
107,25.0,50.0,30.0
108,30.0,62.0,25.0
109,31.0,41.0,26.0
110,16.0,38.0,23.0
111,32.0,74.0,22.0
112,25.0,39.0,28.0
113,18.0,49.0,12.0
114,36.0,54.0,22.0
115,12.0,44.0,17.0
116,25.0,51.0,14.0
117,21.0,27.0,23.0
118,9.0,19.0,10.0
119,6.0,17.0,10.0
120,35.0,68.0,20.0
121,42.0,112.0,50.0
122,25.0,28.0,8.0
123,0.0,7.0,2.0
124,36.0,16.0,9.0
125,4.0,6.0,2.0
126,6.0,17.0,8.0
127,20.0,44.0,20.0
128,15.0,21.0,3.0
129,50.0,83.0,38.0
130,5.0,2.0,0.0
131,25.0,66.0,31.0
132,7.0,5.0,7.0
133,1.0,6.0,1.0
134,17.0,26.0,14.0
135,32.0,79.0,55.0
136,4.0,23.0,17.0
137,23.0,29.0,21.0
138,57.0,137.0,57.0
139,18.0,44.0,37.0
140,40.0,84.0,53.0
141,77.0,118.0,64.0
142,98.0,189.0,107.0
143,2.0,7.0,0.0
144,2.0,2.0,3.0
145,17.0,33.0,13.0
146,5.0,22.0,8.0
147,3.0,3.0,9.0
148,13.0,17.0,6.0
149,15.0,34.0,21.0
150,12.0,7.0,0.0
