P,[2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7]
755_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
755_11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,2,0,0,2,1,1,0,1,0,3,0,0,2,1,0,2,0,0,0,0
755_12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0
755_13,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755_14,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,3,0,0,0,0,0,1,1,1,1,0,0,3,1,0,2,0,0,1,2,0,1,0,0,0,1,1,1,2,0,0
755_15,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,4,2,3,0,5,0,1,0,0,0,0,0,0,2,0,3,2,0,0,2,0,3,1,1,0,0,1,5,2,1,1,0,0,1,2,1,1,0
755_16,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,0,14,7,6,2,5,2,6,4,1,6,1,2,1,4,3,6,4,0,4,10,2,7,3,3,7,6,5,5,4,3,1,2,3,5,4,5,3,0
755_17,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,5,0,3,0,0,0,0,0,0,1,3,3,0,3,2,0,4,0,0,2,0,1,4,2,2,3,6,6,0,1,2,0,0,0,0,0,0,0
755_18,0,0,0,0,1,1,9,3,10,0,0,2,1,0,0,1,0,18,2,10,0,9,6,0,7,1,2,3,2,1,7,4,7,1,0,2,5,2,7,2,0,3,3,0,2,2,0,1,3,1,2,4,5,0,0
755_19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755_23,0,0,0,0,1,0,4,1,6,0,1,4,4,2,2,2,0,38,9,19,2,14,8,6,11,2,9,7,7,2,14,8,13,9,0,6,17,3,15,7,3,12,9,11,12,5,4,3,5,4,7,8,10,3,0
755_24,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0
755_25,0,0,0,0,0,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755_26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755_28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755_29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
755_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
755_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
756_2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756_3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,2,2,3,0,1,2,2,0,0,3,0,2,0,0,4,0,1,0,2,0,2,0,1,1,1,2,1,1,0,1,1,1,0,0,0,0
756_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,1,1,1,1,2,0,0,2,4,4,1,11,9,1,1,7,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
756_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1,1,2,1,0,0,1,0,1,2,0,0,0,1,4,4,0,0,4,2,1,0,0,1,0,0,2,1,0,3,0,0,0,3,0
756_6,0,0,0,0,0,0,1,0,2,0,3,0,0,0,1,0,0,4,0,2,0,1,0,2,4,0,4,1,1,0,2,0,0,2,0,1,2,0,2,0,0,4,0,2,0,1,0,2,2,1,0,0,1,2,0
756_7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,5,2,1,1,2,3,1,2,1,3,2,2,4,0,2,0,2,1,2,4,2,0,4,1,0,0,0,1,0,2,1,0,1,0,0,0
756_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
756_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,3,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756_11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0
756_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
756_13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0
756_14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0
756_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,1,0,1,0,0,0,1,2,0,1,0,0,2,2,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
756_16,0,0,0,0,0,0,0,0,2,0,5,1,3,1,4,1,0,18,12,12,6,5,1,9,12,4,7,2,4,4,9,11,6,15,6,7,11,6,11,7,3,6,2,3,6,3,6,4,5,3,0,3,2,8,0
756_17,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,2,1,0,1,5,5,2,1,1,4,0,5,2,3,0,3,4,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,3,1,1,1,1,0
756_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,1,0,2,0,0,0,0,1,0,2,0,0,2,0,1,2,2,0,1,2,0,5,0,2,0,0,0,0,0,4,0,0,0,0,0
756_19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
756_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756_23,0,0,0,0,0,0,1,0,2,0,5,0,3,1,4,3,0,19,14,11,8,4,7,7,11,3,9,3,9,8,12,11,10,19,6,10,12,6,11,9,3,12,3,5,6,4,7,4,5,7,1,4,3,8,0
756_24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756_25,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,2,0,6,1,3,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
756_26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756_28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
756_29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
756_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
757_2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
757_3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,4,2,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,2,0,1,0
757_4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,3,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,2,0,0,0
757_5,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,1,0,1,0,1,0,0,1,1,1,1,3,3,0,2,0,0,0,1,3,1,2,1,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0
757_6,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,1,1,2,1,0,1,0,0,1,3,0,0,1,0,1,1,4,0,1,1,1,0,1,2,1,0,1,2,2,0,0,1,0,4,0,0,0
757_7,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,1,0,1,2,3,1,1,0,0,0,2,1,2,1,0,0,1,2,0,1,0,1,3,2,2,1,1,1,0,1,1,1,0,1,0,0,0,0
757_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757_11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0
757_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0
757_13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
757_14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,1,0,0,0,4,1,0,0,0,0,0,1,1,0,1,1,1,1,0,2,0,1,0
757_15,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,4,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0
757_16,0,0,1,0,0,0,2,4,2,0,3,1,4,1,0,0,0,12,3,10,8,11,1,5,1,2,6,6,7,5,3,6,3,4,8,2,8,3,5,5,3,11,4,3,6,5,6,6,3,6,4,16,1,2,0
757_17,0,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,4,3,2,3,0,1,2,2,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
757_18,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
757_19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757_23,0,0,1,0,0,0,3,2,3,0,2,0,1,2,1,0,0,14,4,7,9,10,1,6,2,2,5,10,11,7,6,6,4,5,10,2,11,3,5,5,3,11,5,4,6,5,6,6,3,6,4,16,1,2,0
757_24,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757_25,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
757_26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757_28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757_29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757_31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
757_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
758_3,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,1,1,0
758_4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,6,0,2,0,2,1,2,1,0,3,2,2,3,1,3,1,1,1,0,1,0,4,1,2,0,1,0,0
758_5,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2,4,1,1,0,2,0,0,3,0,3,0,2,3,3,1,0,2,1,1,0,1,3,2,1,1,1,1,2,0,0,0,0,0,1,0,0,0
758_6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2,0,0,1,0,0,0,0,2,0,2,3,0,1,1,0,0,1,0,0,0,2,4,4,1,1,2,2,0,0,0,0,0,1,0,0,0
758_7,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1,4,4,0,1,1,0,1,0,0,1,1,0,1,2,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0
758_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758_10,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
758_11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
758_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
758_13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
758_14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,1,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
758_15,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
758_16,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,10,16,5,3,4,0,3,3,2,2,7,0,4,8,8,10,4,5,2,4,1,4,6,7,4,5,2,2,5,1,2,2,1,2,1,1,1,0
758_17,0,0,0,0,0,0,8,1,0,1,6,1,2,2,1,0,6,7,0,0,3,0,2,0,1,1,1,8,6,3,4,4,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,0,2,0,0
