P,[2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7]
557_5,0,1,0,0,0,0,0,0,1,1,2,0,1,2,1,4,1,3,4,1,3,3,0,2,1,1,1,2,1,0,1,3,2,2,6,2,4,4,1,2,3,1,1,2,2,2,1,3,0,1,2,3,2,1,0
557_6,0,0,0,0,0,0,3,1,1,0,0,2,1,4,2,2,2,5,2,6,2,0,4,2,1,2,4,2,6,1,2,3,3,3,3,0,2,1,2,2,5,3,7,5,5,6,1,7,3,2,3,1,1,0,0
557_7,0,0,0,0,0,0,0,2,0,1,1,2,0,1,2,1,1,0,1,3,1,5,0,3,3,2,1,3,0,2,1,0,1,1,1,0,0,1,2,1,1,0,1,2,1,1,1,1,3,0,3,0,2,0,0
557_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
557_10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0
557_11,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,1,0,1,2,2,1,0,2,0,1,3,0,0,0,0,0,1,1,0,1,2,1,0,0
557_12,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,4,3,5,0,1,2,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0
557_13,0,0,0,0,0,0,0,0,1,1,0,1,0,1,3,1,1,0,2,0,1,2,1,2,1,0,2,4,1,3,1,1,5,3,4,2,4,1,4,2,3,2,3,3,6,2,6,1,2,0,1,0,0,0,0
557_14,0,0,0,0,0,0,0,1,1,0,1,2,0,1,0,2,0,1,1,1,1,1,1,1,1,1,1,1,3,2,0,4,2,2,1,2,2,2,0,0,2,1,2,1,0,2,3,1,0,0,0,0,2,0,0
557_15,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2,5,0,3,2,1,5,4,1,2,3,2,0,0,2,3,1,3,0,3,2,0,0,1,0,0,0,0,2,0,1,0,0,1,1,1,2,2,0,0
557_16,0,0,0,0,0,0,1,1,1,2,2,4,0,0,2,2,0,0,1,0,0,0,0,1,2,4,3,7,4,7,4,9,9,7,16,13,10,6,11,7,8,6,13,11,11,11,4,4,7,3,7,3,7,2,0
557_17,0,1,0,0,0,0,3,2,2,4,7,3,5,5,8,9,4,13,5,3,4,9,7,8,6,5,4,1,5,6,7,4,1,3,1,1,3,0,5,1,4,2,2,3,3,1,4,5,3,3,4,4,3,0,0
557_18,0,0,0,0,0,0,1,3,2,3,0,3,3,6,4,4,9,2,12,13,6,11,6,7,7,4,6,8,13,9,7,10,13,15,13,8,7,6,3,4,4,5,7,8,7,8,7,7,4,3,1,3,5,0,0
557_19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
557_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557_23,0,1,0,0,0,0,2,2,2,6,6,5,2,3,4,3,4,8,4,5,1,7,4,9,4,7,6,5,3,4,2,4,4,5,9,7,3,4,1,1,0,4,2,2,4,3,5,5,5,5,8,6,12,1,0
557_24,0,0,0,0,0,0,3,4,4,2,3,5,2,6,7,10,8,7,11,13,9,14,8,8,7,6,7,10,13,13,11,13,13,16,13,7,9,6,8,6,11,6,13,12,12,10,7,8,5,3,2,3,2,1,0
557_25,0,0,0,0,0,0,0,0,0,1,0,0,4,1,3,2,0,0,3,0,0,0,0,0,3,0,0,2,5,6,5,5,4,4,7,7,6,2,8,5,3,3,5,7,5,6,3,3,3,1,1,1,1,0,0
557_26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557_28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,2,1,0,1,0,0,0,0,1,0,0,0,0
557_29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
557_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
557_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558_0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
558_2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,2,0,0,1,1,0,1,3,1,2,1,0,2,2,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
558_3,0,0,0,0,0,0,3,0,6,1,2,0,0,2,2,2,0,2,0,0,2,0,0,0,0,2,0,0,2,0,3,0,1,3,0,2,0,0,1,1,1,2,3,1,0,2,0,3,1,2,1,0,2,0,0
558_4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,1,1,1,0,0,0,0,2,1,1,0,3,0,1,0,1,2,0,1,0,0,0,0,0,0,0,2,0,2,1,2,1,1,0,0,0
558_5,0,0,0,0,0,0,1,4,0,1,0,1,1,2,2,0,3,0,0,0,2,1,2,3,1,0,2,0,6,4,3,4,4,2,2,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
558_6,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,1,0,2,1,0,2,1,0,0,1,3,3,2,1,1,0,2,2,0,0,1,1,1,0,0,2,1,2,1,0,0,0,1,0,1,0,0,0
558_7,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,2,0,0,3,2,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,1,1,1,1,3,1,1,1,1,1,0,0,1,0,0
558_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
558_10,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
558_11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,2,0,3,0,0,1,0,0,1,1,1,2,1,2,1,1,1,1,1,1,3,0,1,0,2,0,2,0,0,0,0,0,0,0
558_12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,3,0,0,0
558_13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2,3,1,1,1,1,1,0,0,3,0,1,0,0,0,0,2,4,0,1,0,0,1,0,1,0,0,0
558_14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,1,3,0,0,0,0,0,2,0,2,0,0
558_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,2,0,2,0,0,4,0,4,2,0,5,4,1,0,1,0,1,0,0,3,1,1,2,1,1,1,1,2,0,0,1,0,0,0
558_16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,3,4,3,10,4,9,2,6,9,5,8,6,1,7,2,5,2,7,10,9,7,2,7,4,3,2,2,2,0,0
558_17,0,0,0,0,0,0,4,4,1,5,5,4,3,9,7,2,5,5,3,8,3,7,5,12,1,1,3,4,2,7,5,7,5,4,4,1,2,1,1,0,3,4,2,0,0,1,1,0,0,1,1,1,6,0,0
558_18,0,0,0,0,0,0,1,3,5,1,1,3,1,1,4,1,1,1,1,4,6,4,2,0,0,0,6,0,7,1,1,6,6,0,1,0,2,2,1,3,0,2,1,3,5,3,1,2,2,3,3,4,1,0,0
558_19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558_23,0,0,0,0,0,0,5,4,2,5,3,2,3,0,4,2,7,5,3,10,9,11,7,12,3,4,5,7,9,11,7,7,4,6,6,3,4,1,6,2,4,2,5,6,8,3,2,3,2,3,3,4,7,0,0
558_24,0,0,0,0,0,0,0,4,1,0,1,5,0,6,3,0,0,1,0,1,0,0,0,0,0,0,7,0,7,0,2,7,10,3,2,3,4,2,2,1,2,2,1,2,1,2,1,2,2,1,1,2,1,0,0
558_25,0,0,0,0,0,0,0,0,3,1,2,0,1,4,4,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,4,1,3,4,2,3,2,1,1,2,1,3,1,2,4,3,1,3,1,3,2,1,1,0,0
558_26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558_28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,2,0,1,1,0,0,0,0,0,0
558_29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
558_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
558_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,3,2,4,0,0,2,3,0,1,0,1,1,2,1,0,1,0,0,1,1,0,0,1,0,0
559_3,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,3,0,0,3,0,1,0,1,3,1,0,1,0,1,1,2,1,0,2,4,1,2,1,2,1,2,1,2,3,1,1,1,2,1,1,2,1,0,0,0
559_4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,1,1,0,3,3,1,2,1,1,2,1,0,0,0,0,2,0,0,0,0,1,0,2,1,1,1,0,0
559_5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,2,1,2,1,1,2,2,2,0,1,2,2,1,2,3,0,2,3,1,1,0,0,0,0,0
559_6,0,0,0,0,0,0,0,0,3,1,2,0,2,1,1,1,0,1,0,0,1,0,0,1,0,0,1,2,0,3,0,2,1,2,2,2,2,2,0,1,5,1,3,4,1,5,3,3,2,0,1,1,2,0,0
559_7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,2,1,2,0,1,0,1,0,0,2,1,1,0,0,2,0,0,0,2,2,2,0,0,1,0,1,1,3,1,0,2,0,0
559_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559_10,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559_11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,1,0,0,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
559_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0
559_13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,0,0,3,3,0,2,0,0,2,2,1,0,1,0,0,1,2,0,1,0,0,1,1,0,0,0,0,0
559_14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,3,0,2,0,2,2,2,0,0,1,0,1,0,0,1,1,1,0,1,2,0,0
559_15,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,2,1,2,1,1,0,2,1,0,0,2,1,2,1,1,1,3,4,3,0,2,1,1,1,3,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0
559_16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,3,5,1,6,7,5,10,6,4,10,7,4,4,4,6,5,7,6,5,4,3,3,2,4,1,0,5,0,0
559_17,0,0,0,0,0,0,0,2,2,4,3,3,3,5,6,7,5,5,4,2,2,4,4,4,3,2,6,2,2,4,8,9,5,2,2,2,2,4,1,0,3,1,3,2,0,1,0,2,2,2,2,2,1,0,0
559_18,0,0,0,0,0,0,1,2,1,1,1,0,0,1,0,2,1,0,1,0,2,0,1,2,0,0,1,1,4,3,3,6,4,7,5,3,8,4,2,5,3,3,5,5,2,4,3,7,4,5,3,4,4,0,0
559_19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559_23,0,0,0,0,0,0,0,3,1,4,2,3,3,3,2,9,6,5,5,2,4,4,5,5,3,1,2,1,1,3,2,1,3,0,1,0,1,1,1,3,2,4,3,6,1,4,0,3,1,6,1,3,5,0,0
559_24,0,0,0,0,0,0,1,2,2,1,1,0,0,2,3,0,0,0,0,0,1,0,0,0,2,1,3,5,4,5,8,11,10,12,4,6,13,6,2,4,5,2,7,4,3,4,4,4,4,3,4,2,5,0,0
559_25,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,2,5,5,2,2,5,8,8,6,3,6,9,3,5,4,2,5,2,3,2,3,1,2,4,2,1,0,1,0,0,0
559_26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559_28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0
559_29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
559_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
559_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
560_2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,1,0,0,3,0,2,0,0,3,0,2,1,0,3,2,1,1,1,0,0,1,1,2,1,2,0,1,3,2,4,3,2,5,1,3,0,0
560_3,0,0,0,0,0,0,0,1,1,1,1,2,4,1,1,2,3,5,1,5,3,6,5,2,1,3,4,5,4,1,1,2,2,5,1,4,2,2,4,1,3,3,4,4,2,1,3,0,0,1,0,1,0,1,0
560_4,0,0,0,0,0,0,1,4,2,2,1,3,2,0,2,2,3,4,1,1,4,4,3,4,0,6,8,4,4,7,3,1,4,5,3,2,0,1,5,3,3,4,4,1,1,0,3,4,3,4,2,4,7,1,0
560_5,0,0,0,0,0,1,0,0,2,1,5,2,1,6,2,2,2,3,2,4,9,3,4,1,3,5,1,3,2,0,3,0,1,3,5,0,8,0,4,2,5,3,4,3,3,3,3,2,5,3,5,3,0,2,0
560_6,0,0,0,0,0,0,0,2,0,0,2,1,0,1,0,1,0,3,2,0,0,0,1,2,1,3,4,4,5,3,4,4,7,9,3,4,5,1,2,3,2,2,5,2,6,1,3,3,3,0,4,2,4,1,0
560_7,0,0,0,0,0,0,1,1,0,4,0,2,2,0,4,1,0,3,2,3,3,0,0,0,2,2,1,1,3,1,5,2,4,4,2,1,1,2,5,3,2,2,1,2,3,2,0,2,0,1,2,0,0,0,0
560_8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
560_10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,1,1,0,1,1,0,1,1,1,3,0,0,0,0,0,0
560_11,0,0,0,0,0,0,0,0,2,3,4,1,0,3,2,1,0,0,0,0,1,4,0,0,3,0,0,0,0,0,2,0,4,1,5,0,0,2,1,1,0,3,0,1,2,0,0,1,0,0,0,1,0,1,0
560_12,0,0,0,0,0,0,0,0,2,2,2,1,0,2,1,1,2,2,0,1,0,0,1,0,2,1,3,1,2,1,0,4,0,4,0,3,4,1,1,1,1,3,2,5,3,3,4,3,2,3,4,1,2,0,0
560_13,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,2,0,1,2,0,1,0,1,0,0,2,2,3,1,0,1,0,0,0,0,0,0,1,3,1,3,1,2,1,1,3,1,2,0,0,0
560_14,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,1,2,2,2,0,3,1,0,1,0,1,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0
560_15,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,1,1,1,2,0,2,1,0,0,1,1,4,5,4,2,0,3,1,0,0,1,0,0,0,1,0,1,2,0,2,1,0,3,3,0,2,1,2,1,0
560_16,0,0,0,0,0,1,1,4,1,3,2,4,1,0,0,1,0,4,6,2,1,2,0,2,4,5,13,7,11,8,8,16,12,20,14,11,14,5,20,9,11,15,19,17,21,13,16,10,12,9,19,5,10,4,0
560_17,0,0,0,0,0,0,1,3,6,7,13,10,9,10,10,9,7,14,4,11,14,18,7,6,8,13,12,9,12,5,11,5,8,9,5,4,3,2,5,3,6,3,6,1,4,2,4,8,8,6,5,6,8,1,0
560_18,0,0,0,0,0,0,1,4,2,4,2,2,2,5,0,3,5,6,3,6,6,5,10,2,4,4,4,5,1,1,3,1,4,4,3,1,2,2,0,4,1,3,2,2,0,2,1,3,1,1,3,5,2,1,0
560_19,0,0,0,0,0,0,0,0,2,0,2,0,0,1,2,0,1,3,0,0,1,0,1,2,0,0,1,2,3,5,0,2,2,1,1,0,1,0,0,1,1,2,2,0,1,0,0,3,2,1,1,0,0,1,0
560_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560_23,0,0,0,0,0,1,1,8,6,12,12,12,7,11,8,11,6,20,12,11,18,19,8,6,9,18,14,16,16,8,12,15,9,20,10,6,6,5,12,12,6,12,12,9,14,6,7,10,11,7,18,5,12,6,0
560_24,0,0,0,0,0,0,2,3,3,2,4,3,0,2,2,1,3,7,0,7,3,4,9,3,6,2,9,4,6,5,3,4,8,5,4,4,5,1,5,3,7,2,7,3,3,3,2,4,3,2,1,8,2,1,0
560_25,0,0,0,0,0,0,0,0,2,0,2,1,4,3,2,1,3,0,1,1,1,2,1,1,1,1,2,1,4,6,5,5,9,6,8,5,8,3,7,2,6,6,9,5,6,7,9,10,9,8,8,2,6,0,0
