;Name;Status;2016-1;2016-2;2016-3;2016-4;2016-5;2016-6;2016-7;2016-8;2016-9;2016-10;2016-11;2016-12;2017-1;2017-2;2017-3;2017-4;2017-5;2017-6;2017-7;2017-8;2017-9;2017-10;2017-11;2017-12;2018-1;2018-2;2018-3;2018-4;2018-5;2018-6;2018-7;2018-8;2018-9;2018-10;2018-11;2018-12;2019-1;2019-2;2019-3;2019-4;2019-5;2019-6;2019-7;2019-8;2019-9;2019-10;2019-11;2019-12;2020-1;2020-2;2020-3;2020-4;2020-5;2020-6;2020-7
Bắc Giang;Yên Thế;District;98852.48092;98852.48092;98852.48092;98852.48092;98852.48092;98852.48092;98852.48092;98852.48092;98852.48092;98852.48092;98852.48092;98852.48092;99607.53863;99607.53863;99607.53863;99607.53863;99607.53863;99607.53863;99607.53863;99607.53863;99607.53863;99607.53863;99607.53863;99607.53863;100368.36364;100368.36364;100368.36364;100368.36364;100368.36364;100368.36364;100368.36364;100368.36364;100368.36364;100368.36364;100368.36364;100368.36364;101135;101135;101135;101135;101135;101135;101135;101135;101135;101135;101135;101135;101901.63636;101901.63636;101901.63636;101901.63636;101901.63636;101901.63636;101901.63636
Bắc Kạn;Bắc Kạn;Province;308460.69094;308460.69094;308460.69094;308460.69094;308460.69094;308460.69094;308460.69094;308460.69094;308460.69094;308460.69094;308460.69094;308460.69094;310264.88725;310264.88725;310264.88725;310264.88725;310264.88725;310264.88725;310264.88725;310264.88725;310264.88725;310264.88725;310264.88725;310264.88725;312079.63636;312079.63636;312079.63636;312079.63636;312079.63636;312079.63636;312079.63636;312079.63636;312079.63636;312079.63636;312079.63636;312079.63636;313905;313905;313905;313905;313905;313905;313905;313905;313905;313905;313905;313905;315730.36364;315730.36364;315730.36364;315730.36364;315730.36364;315730.36364;315730.36364
Bắc Kạn;Ba Bể;District;47788.36239;47788.36239;47788.36239;47788.36239;47788.36239;47788.36239;47788.36239;47788.36239;47788.36239;47788.36239;47788.36239;47788.36239;47966.57617;47966.57617;47966.57617;47966.57617;47966.57617;47966.57617;47966.57617;47966.57617;47966.57617;47966.57617;47966.57617;47966.57617;48145.45455;48145.45455;48145.45455;48145.45455;48145.45455;48145.45455;48145.45455;48145.45455;48145.45455;48145.45455;48145.45455;48145.45455;48325;48325;48325;48325;48325;48325;48325;48325;48325;48325;48325;48325;48504.54545;48504.54545;48504.54545;48504.54545;48504.54545;48504.54545;48504.54545
Bắc Kạn;Bạch Thông;District;30831.11493;30831.11493;30831.11493;30831.11493;30831.11493;30831.11493;30831.11493;30831.11493;30831.11493;30831.11493;30831.11493;30831.11493;30907.55362;30907.55362;30907.55362;30907.55362;30907.55362;30907.55362;30907.55362;30907.55362;30907.55362;30907.55362;30907.55362;30907.55362;30984.18182;30984.18182;30984.18182;30984.18182;30984.18182;30984.18182;30984.18182;30984.18182;30984.18182;30984.18182;30984.18182;30984.18182;31061;31061;31061;31061;31061;31061;31061;31061;31061;31061;31061;31061;31137.81818;31137.81818;31137.81818;31137.81818;31137.81818;31137.81818;31137.81818
Bắc Kạn;Bắc Kạn;District-level City;42927.25148;42927.25148;42927.25148;42927.25148;42927.25148;42927.25148;42927.25148;42927.25148;42927.25148;42927.25148;42927.25148;42927.25148;43618.96187;43618.96187;43618.96187;43618.96187;43618.96187;43618.96187;43618.96187;43618.96187;43618.96187;43618.96187;43618.96187;43618.96187;44321.81818;44321.81818;44321.81818;44321.81818;44321.81818;44321.81818;44321.81818;44321.81818;44321.81818;44321.81818;44321.81818;44321.81818;45036;45036;45036;45036;45036;45036;45036;45036;45036;45036;45036;45036;45750.18182;45750.18182;45750.18182;45750.18182;45750.18182;45750.18182;45750.18182
Bắc Kạn;Chợ Đồn;District;49164.47964;49164.47964;49164.47964;49164.47964;49164.47964;49164.47964;49164.47964;49164.47964;49164.47964;49164.47964;49164.47964;49164.47964;49293.97836;49293.97836;49293.97836;49293.97836;49293.97836;49293.97836;49293.97836;49293.97836;49293.97836;49293.97836;49293.97836;49293.97836;49423.81818;49423.81818;49423.81818;49423.81818;49423.81818;49423.81818;49423.81818;49423.81818;49423.81818;49423.81818;49423.81818;49423.81818;49554;49554;49554;49554;49554;49554;49554;49554;49554;49554;49554;49554;49684.18182;49684.18182;49684.18182;49684.18182;49684.18182;49684.18182;49684.18182
Bắc Kạn;Chợ Mới;District;38358.10577;38358.10577;38358.10577;38358.10577;38358.10577;38358.10577;38358.10577;38358.10577;38358.10577;38358.10577;38358.10577;38358.10577;38557.03704;38557.03704;38557.03704;38557.03704;38557.03704;38557.03704;38557.03704;38557.03704;38557.03704;38557.03704;38557.03704;38557.03704;38757;38757;38757;38757;38757;38757;38757;38757;38757;38757;38757;38757;38958;38958;38958;38958;38958;38958;38958;38958;38958;38958;38958;38958;39159;39159;39159;39159;39159;39159;39159
Bắc Kạn;Na Rì;District;38047.6779;38047.6779;38047.6779;38047.6779;38047.6779;38047.6779;38047.6779;38047.6779;38047.6779;38047.6779;38047.6779;38047.6779;38119.31696;38119.31696;38119.31696;38119.31696;38119.31696;38119.31696;38119.31696;38119.31696;38119.31696;38119.31696;38119.31696;38119.31696;38191.09091;38191.09091;38191.09091;38191.09091;38191.09091;38191.09091;38191.09091;38191.09091;38191.09091;38191.09091;38191.09091;38191.09091;38263;38263;38263;38263;38263;38263;38263;38263;38263;38263;38263;38263;38334.90909;38334.90909;38334.90909;38334.90909;38334.90909;38334.90909;38334.90909
Bắc Kạn;Ngân Sơn;District;28837.77167;28837.77167;28837.77167;28837.77167;28837.77167;28837.77167;28837.77167;28837.77167;28837.77167;28837.77167;28837.77167;28837.77167;28980.80385;28980.80385;28980.80385;28980.80385;28980.80385;28980.80385;28980.80385;28980.80385;28980.80385;28980.80385;28980.80385;28980.80385;29124.54545;29124.54545;29124.54545;29124.54545;29124.54545;29124.54545;29124.54545;29124.54545;29124.54545;29124.54545;29124.54545;29124.54545;29269;29269;29269;29269;29269;29269;29269;29269;29269;29269;29269;29269;29413.45455;29413.45455;29413.45455;29413.45455;29413.45455;29413.45455;29413.45455
Bắc Kạn;Pác Nặm;District;32525.62651;32525.62651;32525.62651;32525.62651;32525.62651;32525.62651;32525.62651;32525.62651;32525.62651;32525.62651;32525.62651;32525.62651;32827.27809;32827.27809;32827.27809;32827.27809;32827.27809;32827.27809;32827.27809;32827.27809;32827.27809;32827.27809;32827.27809;32827.27809;33131.72727;33131.72727;33131.72727;33131.72727;33131.72727;33131.72727;33131.72727;33131.72727;33131.72727;33131.72727;33131.72727;33131.72727;33439;33439;33439;33439;33439;33439;33439;33439;33439;33439;33439;33439;33746.27273;33746.27273;33746.27273;33746.27273;33746.27273;33746.27273;33746.27273
Bạc Liêu;Bạc Liêu;Province;893473.99659;893473.99659;893473.99659;893473.99659;893473.99659;893473.99659;893473.99659;893473.99659;893473.99659;893473.99659;893473.99659;893473.99659;898037.97795;898037.97795;898037.97795;898037.97795;898037.97795;898037.97795;898037.97795;898037.97795;898037.97795;898037.97795;898037.97795;898037.97795;902625.27273;902625.27273;902625.27273;902625.27273;902625.27273;902625.27273;902625.27273;902625.27273;902625.27273;902625.27273;902625.27273;902625.27273;907236;907236;907236;907236;907236;907236;907236;907236;907236;907236;907236;907236;911846.72727;911846.72727;911846.72727;911846.72727;911846.72727;911846.72727;911846.72727
Bạc Liêu;Bạc Liêu;District-level City;153869.44181;153869.44181;153869.44181;153869.44181;153869.44181;153869.44181;153869.44181;153869.44181;153869.44181;153869.44181;153869.44181;153869.44181;154612.69851;154612.69851;154612.69851;154612.69851;154612.69851;154612.69851;154612.69851;154612.69851;154612.69851;154612.69851;154612.69851;154612.69851;155359.54545;155359.54545;155359.54545;155359.54545;155359.54545;155359.54545;155359.54545;155359.54545;155359.54545;155359.54545;155359.54545;155359.54545;156110;156110;156110;156110;156110;156110;156110;156110;156110;156110;156110;156110;156860.45455;156860.45455;156860.45455;156860.45455;156860.45455;156860.45455;156860.45455
Bạc Liêu;Đông Hải;District;150169.76533;150169.76533;150169.76533;150169.76533;150169.76533;150169.76533;150169.76533;150169.76533;150169.76533;150169.76533;150169.76533;150169.76533;150981.77818;150981.77818;150981.77818;150981.77818;150981.77818;150981.77818;150981.77818;150981.77818;150981.77818;150981.77818;150981.77818;150981.77818;151798.18182;151798.18182;151798.18182;151798.18182;151798.18182;151798.18182;151798.18182;151798.18182;151798.18182;151798.18182;151798.18182;151798.18182;152619;152619;152619;152619;152619;152619;152619;152619;152619;152619;152619;152619;153439.81818;153439.81818;153439.81818;153439.81818;153439.81818;153439.81818;153439.81818
Bạc Liêu;Giá Rai;District-level Town;141884.34626;141884.34626;141884.34626;141884.34626;141884.34626;141884.34626;141884.34626;141884.34626;141884.34626;141884.34626;141884.34626;141884.34626;142458.23976;142458.23976;142458.23976;142458.23976;142458.23976;142458.23976;142458.23976;142458.23976;142458.23976;142458.23976;142458.23976;142458.23976;143034.45455;143034.45455;143034.45455;143034.45455;143034.45455;143034.45455;143034.45455;143034.45455;143034.45455;143034.45455;143034.45455;143034.45455;143613;143613;143613;143613;143613;143613;143613;143613;143613;143613;143613;143613;144191.54545;144191.54545;144191.54545;144191.54545;144191.54545;144191.54545;144191.54545
Bạc Liêu;Hòa Bình;District;114788.86173;114788.86173;114788.86173;114788.86173;114788.86173;114788.86173;114788.86173;114788.86173;114788.86173;114788.86173;114788.86173;114788.86173;115768.52315;115768.52315;115768.52315;115768.52315;115768.52315;115768.52315;115768.52315;115768.52315;115768.52315;115768.52315;115768.52315;115768.52315;116756.54545;116756.54545;116756.54545;116756.54545;116756.54545;116756.54545;116756.54545;116756.54545;116756.54545;116756.54545;116756.54545;116756.54545;117753;117753;117753;117753;117753;117753;117753;117753;117753;117753;117753;117753;118749.45455;118749.45455;118749.45455;118749.45455;118749.45455;118749.45455;118749.45455
Bạc Liêu;Hồng Dân;District;110038.48336;110038.48336;110038.48336;110038.48336;110038.48336;110038.48336;110038.48336;110038.48336;110038.48336;110038.48336;110038.48336;110038.48336;110638.37919;110638.37919;110638.37919;110638.37919;110638.37919;110638.37919;110638.37919;110638.37919;110638.37919;110638.37919;110638.37919;110638.37919;111241.54545;111241.54545;111241.54545;111241.54545;111241.54545;111241.54545;111241.54545;111241.54545;111241.54545;111241.54545;111241.54545;111241.54545;111848;111848;111848;111848;111848;111848;111848;111848;111848;111848;111848;111848;112454.45455;112454.45455;112454.45455;112454.45455;112454.45455;112454.45455;112454.45455
Bạc Liêu;Phước Long;District;122485.32031;122485.32031;122485.32031;122485.32031;122485.32031;122485.32031;122485.32031;122485.32031;122485.32031;122485.32031;122485.32031;122485.32031;123076.68712;123076.68712;123076.68712;123076.68712;123076.68712;123076.68712;123076.68712;123076.68712;123076.68712;123076.68712;123076.68712;123076.68712;123670.90909;123670.90909;123670.90909;123670.90909;123670.90909;123670.90909;123670.90909;123670.90909;123670.90909;123670.90909;123670.90909;123670.90909;124268;124268;124268;124268;124268;124268;124268;124268;124268;124268;124268;124268;124865.09091;124865.09091;124865.09091;124865.09091;124865.09091;124865.09091;124865.09091
Bạc Liêu;Vĩnh Lợi;District;100244.29247;100244.29247;100244.29247;100244.29247;100244.29247;100244.29247;100244.29247;100244.29247;100244.29247;100244.29247;100244.29247;100244.29247;100503.85565;100503.85565;100503.85565;100503.85565;100503.85565;100503.85565;100503.85565;100503.85565;100503.85565;100503.85565;100503.85565;100503.85565;100764.09091;100764.09091;100764.09091;100764.09091;100764.09091;100764.09091;100764.09091;100764.09091;100764.09091;100764.09091;100764.09091;100764.09091;101025;101025;101025;101025;101025;101025;101025;101025;101025;101025;101025;101025;101285.90909;101285.90909;101285.90909;101285.90909;101285.90909;101285.90909;101285.90909
Bắc Ninh;Bắc Ninh;Province;1277053.05219;1277053.05219;1277053.05219;1277053.05219;1277053.05219;1277053.05219;1277053.05219;1277053.05219;1277053.05219;1277053.05219;1277053.05219;1277053.05219;1306943.62729;1306943.62729;1306943.62729;1306943.62729;1306943.62729;1306943.62729;1306943.62729;1306943.62729;1306943.62729;1306943.62729;1306943.62729;1306943.62729;1337533.81818;1337533.81818;1337533.81818;1337533.81818;1337533.81818;1337533.81818;1337533.81818;1337533.81818;1337533.81818;1337533.81818;1337533.81818;1337533.81818;1368840;1368840;1368840;1368840;1368840;1368840;1368840;1368840;1368840;1368840;1368840;1368840;1400146.18182;1400146.18182;1400146.18182;1400146.18182;1400146.18182;1400146.18182;1400146.18182
Bắc Ninh;Bắc Ninh;District-level City;225646.93072;225646.93072;225646.93072;225646.93072;225646.93072;225646.93072;225646.93072;225646.93072;225646.93072;225646.93072;225646.93072;225646.93072;232771.31395;232771.31395;232771.31395;232771.31395;232771.31395;232771.31395;232771.31395;232771.31395;232771.31395;232771.31395;232771.31395;232771.31395;240120.63636;240120.63636;240120.63636;240120.63636;240120.63636;240120.63636;240120.63636;240120.63636;240120.63636;240120.63636;240120.63636;240120.63636;247702;247702;247702;247702;247702;247702;247702;247702;247702;247702;247702;247702;255283.36364;255283.36364;255283.36364;255283.36364;255283.36364;255283.36364;255283.36364
Bắc Ninh;Gia Bình;District;100479.56611;100479.56611;100479.56611;100479.56611;100479.56611;100479.56611;100479.56611;100479.56611;100479.56611;100479.56611;100479.56611;100479.56611;101482.00984;101482.00984;101482.00984;101482.00984;101482.00984;101482.00984;101482.00984;101482.00984;101482.00984;101482.00984;101482.00984;101482.00984;102494.45455;102494.45455;102494.45455;102494.45455;102494.45455;102494.45455;102494.45455;102494.45455;102494.45455;102494.45455;102494.45455;102494.45455;103517;103517;103517;103517;103517;103517;103517;103517;103517;103517;103517;103517;104539.54545;104539.54545;104539.54545;104539.54545;104539.54545;104539.54545;104539.54545
Bắc Ninh;Lương Tài;District;102263.88148;102263.88148;102263.88148;102263.88148;102263.88148;102263.88148;102263.88148;102263.88148;102263.88148;102263.88148;102263.88148;102263.88148;102993.70016;102993.70016;102993.70016;102993.70016;102993.70016;102993.70016;102993.70016;102993.70016;102993.70016;102993.70016;102993.70016;102993.70016;103728.72727;103728.72727;103728.72727;103728.72727;103728.72727;103728.72727;103728.72727;103728.72727;103728.72727;103728.72727;103728.72727;103728.72727;104469;104469;104469;104469;104469;104469;104469;104469;104469;104469;104469;104469;105209.27273;105209.27273;105209.27273;105209.27273;105209.27273;105209.27273;105209.27273
Bắc Ninh;Quế Võ;District;179824.4036;179824.4036;179824.4036;179824.4036;179824.4036;179824.4036;179824.4036;179824.4036;179824.4036;179824.4036;179824.4036;179824.4036;184957.0435;184957.0435;184957.0435;184957.0435;184957.0435;184957.0435;184957.0435;184957.0435;184957.0435;184957.0435;184957.0435;184957.0435;190236.18182;190236.18182;190236.18182;190236.18182;190236.18182;190236.18182;190236.18182;190236.18182;190236.18182;190236.18182;190236.18182;190236.18182;195666;195666;195666;195666;195666;195666;195666;195666;195666;195666;195666;195666;201095.81818;201095.81818;201095.81818;201095.81818;201095.81818;201095.81818;201095.81818
Bắc Ninh;Thuận Thành;District;164575.41743;164575.41743;164575.41743;164575.41743;164575.41743;164575.41743;164575.41743;164575.41743;164575.41743;164575.41743;164575.41743;164575.41743;166995.1923;166995.1923;166995.1923;166995.1923;166995.1923;166995.1923;166995.1923;166995.1923;166995.1923;166995.1923;166995.1923;166995.1923;169450.54545;169450.54545;169450.54545;169450.54545;169450.54545;169450.54545;169450.54545;169450.54545;169450.54545;169450.54545;169450.54545;169450.54545;171942;171942;171942;171942;171942;171942;171942;171942;171942;171942;171942;171942;174433.45455;174433.45455;174433.45455;174433.45455;174433.45455;174433.45455;174433.45455
Bắc Ninh;Tiên Du;District;162638.18147;162638.18147;162638.18147;162638.18147;162638.18147;162638.18147;162638.18147;162638.18147;162638.18147;162638.18147;162638.18147;162638.18147;167120.77131;167120.77131;167120.77131;167120.77131;167120.77131;167120.77131;167120.77131;167120.77131;167120.77131;167120.77131;167120.77131;167120.77131;171726.90909;171726.90909;171726.90909;171726.90909;171726.90909;171726.90909;171726.90909;171726.90909;171726.90909;171726.90909;171726.90909;171726.90909;176460;176460;176460;176460;176460;176460;176460;176460;176460;176460;176460;176460;181193.09091;181193.09091;181193.09091;181193.09091;181193.09091;181193.09091;181193.09091
Bắc Ninh;Từ Sơn;District-level Town;166675.65614;166675.65614;166675.65614;166675.65614;166675.65614;166675.65614;166675.65614;166675.65614;166675.65614;166675.65614;166675.65614;166675.65614;169859.24223;169859.24223;169859.24223;169859.24223;169859.24223;169859.24223;169859.24223;169859.24223;169859.24223;169859.24223;169859.24223;169859.24223;173103.63636;173103.63636;173103.63636;173103.63636;173103.63636;173103.63636;173103.63636;173103.63636;173103.63636;173103.63636;173103.63636;173103.63636;176410;176410;176410;176410;176410;176410;176410;176410;176410;176410;176410;176410;179716.36364;179716.36364;179716.36364;179716.36364;179716.36364;179716.36364;179716.36364
Bắc Ninh;Yên Phong;District;175225.12979;175225.12979;175225.12979;175225.12979;175225.12979;175225.12979;175225.12979;175225.12979;175225.12979;175225.12979;175225.12979;175225.12979;180858.37792;180858.37792;180858.37792;180858.37792;180858.37792;180858.37792;180858.37792;180858.37792;180858.37792;180858.37792;180858.37792;180858.37792;186672.72727;186672.72727;186672.72727;186672.72727;186672.72727;186672.72727;186672.72727;186672.72727;186672.72727;186672.72727;186672.72727;186672.72727;192674;192674;192674;192674;192674;192674;192674;192674;192674;192674;192674;192674;198675.27273;198675.27273;198675.27273;198675.27273;198675.27273;198675.27273;198675.27273
Bà Rịa - Vũng Tàu;Bà Rịa - Vũng Tàu;Province;1107453.52718;1107453.52718;1107453.52718;1107453.52718;1107453.52718;1107453.52718;1107453.52718;1107453.52718;1107453.52718;1107453.52718;1107453.52718;1107453.52718;1120909.20149;1120909.20149;1120909.20149;1120909.20149;1120909.20149;1120909.20149;1120909.20149;1120909.20149;1120909.20149;1120909.20149;1120909.20149;1120909.20149;1134528.36364;1134528.36364;1134528.36364;1134528.36364;1134528.36364;1134528.36364;1134528.36364;1134528.36364;1134528.36364;1134528.36364;1134528.36364;1134528.36364;1148313;1148313;1148313;1148313;1148313;1148313;1148313;1148313;1148313;1148313;1148313;1148313;1162097.63636;1162097.63636;1162097.63636;1162097.63636;1162097.63636;1162097.63636;1162097.63636
Bà Rịa - Vũng Tàu;Bà Rịa;District-level City;104933.74215;104933.74215;104933.74215;104933.74215;104933.74215;104933.74215;104933.74215;104933.74215;104933.74215;104933.74215;104933.74215;104933.74215;106174.75979;106174.75979;106174.75979;106174.75979;106174.75979;106174.75979;106174.75979;106174.75979;106174.75979;106174.75979;106174.75979;106174.75979;107430.45455;107430.45455;107430.45455;107430.45455;107430.45455;107430.45455;107430.45455;107430.45455;107430.45455;107430.45455;107430.45455;107430.45455;108701;108701;108701;108701;108701;108701;108701;108701;108701;108701;108701;108701;109971.54545;109971.54545;109971.54545;109971.54545;109971.54545;109971.54545;109971.54545
Bà Rịa - Vũng Tàu;Châu Đức;District;143708.23452;143708.23452;143708.23452;143708.23452;143708.23452;143708.23452;143708.23452;143708.23452;143708.23452;143708.23452;143708.23452;143708.23452;143758.47211;143758.47211;143758.47211;143758.47211;143758.47211;143758.47211;143758.47211;143758.47211;143758.47211;143758.47211;143758.47211;143758.47211;143808.72727;143808.72727;143808.72727;143808.72727;143808.72727;143808.72727;143808.72727;143808.72727;143808.72727;143808.72727;143808.72727;143808.72727;143859;143859;143859;143859;143859;143859;143859;143859;143859;143859;143859;143859;143909.27273;143909.27273;143909.27273;143909.27273;143909.27273;143909.27273;143909.27273
Bà Rịa - Vũng Tàu;Côn Đảo;District;7855.87331;7855.87331;7855.87331;7855.87331;7855.87331;7855.87331;7855.87331;7855.87331;7855.87331;7855.87331;7855.87331;7855.87331;8167.09028;8167.09028;8167.09028;8167.09028;8167.09028;8167.09028;8167.09028;8167.09028;8167.09028;8167.09028;8167.09028;8167.09028;8490.63636;8490.63636;8490.63636;8490.63636;8490.63636;8490.63636;8490.63636;8490.63636;8490.63636;8490.63636;8490.63636;8490.63636;8827;8827;8827;8827;8827;8827;8827;8827;8827;8827;8827;8827;9163.36364;9163.36364;9163.36364;9163.36364;9163.36364;9163.36364;9163.36364
Bà Rịa - Vũng Tàu;Đất Đỏ;District;72436.91626;72436.91626;72436.91626;72436.91626;72436.91626;72436.91626;72436.91626;72436.91626;72436.91626;72436.91626;72436.91626;72436.91626;72799.45996;72799.45996;72799.45996;72799.45996;72799.45996;72799.45996;72799.45996;72799.45996;72799.45996;72799.45996;72799.45996;72799.45996;73163.81818;73163.81818;73163.81818;73163.81818;73163.81818;73163.81818;73163.81818;73163.81818;73163.81818;73163.81818;73163.81818;73163.81818;73530;73530;73530;73530;73530;73530;73530;73530;73530;73530;73530;73530;73896.18182;73896.18182;73896.18182;73896.18182;73896.18182;73896.18182;73896.18182
Bà Rịa - Vũng Tàu;Long Điền;District;132896.86379;132896.86379;132896.86379;132896.86379;132896.86379;132896.86379;132896.86379;132896.86379;132896.86379;132896.86379;132896.86379;132896.86379;133845.45555;133845.45555;133845.45555;133845.45555;133845.45555;133845.45555;133845.45555;133845.45555;133845.45555;133845.45555;133845.45555;133845.45555;134800.81818;134800.81818;134800.81818;134800.81818;134800.81818;134800.81818;134800.81818;134800.81818;134800.81818;134800.81818;134800.81818;134800.81818;135763;135763;135763;135763;135763;135763;135763;135763;135763;135763;135763;135763;136725.18182;136725.18182;136725.18182;136725.18182;136725.18182;136725.18182;136725.18182
Bà Rịa - Vũng Tàu;Tân Thành;District-level Town;166082.17461;166082.17461;166082.17461;166082.17461;166082.17461;166082.17461;166082.17461;166082.17461;166082.17461;166082.17461;166082.17461;166082.17461;170529.93969;170529.93969;170529.93969;170529.93969;170529.93969;170529.93969;170529.93969;170529.93969;170529.93969;170529.93969;170529.93969;170529.93969;175096.81818;175096.81818;175096.81818;175096.81818;175096.81818;175096.81818;175096.81818;175096.81818;175096.81818;175096.81818;175096.81818;175096.81818;179786;179786;179786;179786;179786;179786;179786;179786;179786;179786;179786;179786;184475.18182;184475.18182;184475.18182;184475.18182;184475.18182;184475.18182;184475.18182
Bà Rịa - Vũng Tàu;Vũng Tàu;District-level City;340774.49962;340774.49962;340774.49962;340774.49962;340774.49962;340774.49962;340774.49962;340774.49962;340774.49962;340774.49962;340774.49962;340774.49962;346139.42796;346139.42796;346139.42796;346139.42796;346139.42796;346139.42796;346139.42796;346139.42796;346139.42796;346139.42796;346139.42796;346139.42796;351588.81818;351588.81818;351588.81818;351588.81818;351588.81818;351588.81818;351588.81818;351588.81818;351588.81818;351588.81818;351588.81818;351588.81818;357124;357124;357124;357124;357124;357124;357124;357124;357124;357124;357124;357124;362659.18182;362659.18182;362659.18182;362659.18182;362659.18182;362659.18182;362659.18182
Bà Rịa - Vũng Tàu;Xuyên Mộc;District;139005.85033;139005.85033;139005.85033;139005.85033;139005.85033;139005.85033;139005.85033;139005.85033;139005.85033;139005.85033;139005.85033;139005.85033;139575.8927;139575.8927;139575.8927;139575.8927;139575.8927;139575.8927;139575.8927;139575.8927;139575.8927;139575.8927;139575.8927;139575.8927;140148.27273;140148.27273;140148.27273;140148.27273;140148.27273;140148.27273;140148.27273;140148.27273;140148.27273;140148.27273;140148.27273;140148.27273;140723;140723;140723;140723;140723;140723;140723;140723;140723;140723;140723;140723;141297.72727;141297.72727;141297.72727;141297.72727;141297.72727;141297.72727;141297.72727
Bến Tre;Bến Tre;Province;1279615.05799;1279615.05799;1279615.05799;1279615.05799;1279615.05799;1279615.05799;1279615.05799;1279615.05799;1279615.05799;1279615.05799;1279615.05799;1279615.05799;1282557.60027;1282557.60027;1282557.60027;1282557.60027;1282557.60027;1282557.60027;1282557.60027;1282557.60027;1282557.60027;1282557.60027;1282557.60027;1282557.60027;1285506.90909;1285506.90909;1285506.90909;1285506.90909;1285506.90909;1285506.90909;1285506.90909;1285506.90909;1285506.90909;1285506.90909;1285506.90909;1285506.90909;1288463;1288463;1288463;1288463;1288463;1288463;1288463;1288463;1288463;1288463;1288463;1288463;1291419.09091;1291419.09091;1291419.09091;1291419.09091;1291419.09091;1291419.09091;1291419.09091
Bến Tre;Ba Tri;District;185461.49835;185461.49835;185461.49835;185461.49835;185461.49835;185461.49835;185461.49835;185461.49835;185461.49835;185461.49835;185461.49835;185461.49835;185218.68113;185218.68113;185218.68113;185218.68113;185218.68113;185218.68113;185218.68113;185218.68113;185218.68113;185218.68113;185218.68113;185218.68113;184976.18182;184976.18182;184976.18182;184976.18182;184976.18182;184976.18182;184976.18182;184976.18182;184976.18182;184976.18182;184976.18182;184976.18182;184734;184734;184734;184734;184734;184734;184734;184734;184734;184734;184734;184734;184491.81818;184491.81818;184491.81818;184491.81818;184491.81818;184491.81818;184491.81818
Bến Tre;Bến Tre;District-level City;122877.36488;122877.36488;122877.36488;122877.36488;122877.36488;122877.36488;122877.36488;122877.36488;122877.36488;122877.36488;122877.36488;122877.36488;123415.54931;123415.54931;123415.54931;123415.54931;123415.54931;123415.54931;123415.54931;123415.54931;123415.54931;123415.54931;123415.54931;123415.54931;123956.09091;123956.09091;123956.09091;123956.09091;123956.09091;123956.09091;123956.09091;123956.09091;123956.09091;123956.09091;123956.09091;123956.09091;124499;124499;124499;124499;124499;124499;124499;124499;124499;124499;124499;124499;125041.90909;125041.90909;125041.90909;125041.90909;125041.90909;125041.90909;125041.90909
Bến Tre;Bình Đại;District;135914.80257;135914.80257;135914.80257;135914.80257;135914.80257;135914.80257;135914.80257;135914.80257;135914.80257;135914.80257;135914.80257;135914.80257;136376.2996;136376.2996;136376.2996;136376.2996;136376.2996;136376.2996;136376.2996;136376.2996;136376.2996;136376.2996;136376.2996;136376.2996;136839.36364;136839.36364;136839.36364;136839.36364;136839.36364;136839.36364;136839.36364;136839.36364;136839.36364;136839.36364;136839.36364;136839.36364;137304;137304;137304;137304;137304;137304;137304;137304;137304;137304;137304;137304;137768.63636;137768.63636;137768.63636;137768.63636;137768.63636;137768.63636;137768.63636
Bến Tre;Châu Thành;District;170199.64793;170199.64793;170199.64793;170199.64793;170199.64793;170199.64793;170199.64793;170199.64793;170199.64793;170199.64793;170199.64793;170199.64793;172076.65571;172076.65571;172076.65571;172076.65571;172076.65571;172076.65571;172076.65571;172076.65571;172076.65571;172076.65571;172076.65571;172076.65571;173974.36364;173974.36364;173974.36364;173974.36364;173974.36364;173974.36364;173974.36364;173974.36364;173974.36364;173974.36364;173974.36364;173974.36364;175893;175893;175893;175893;175893;175893;175893;175893;175893;175893;175893;175893;177811.63636;177811.63636;177811.63636;177811.63636;177811.63636;177811.63636;177811.63636
Bến Tre;Chợ Lách;District;114756.2501;114756.2501;114756.2501;114756.2501;114756.2501;114756.2501;114756.2501;114756.2501;114756.2501;114756.2501;114756.2501;114756.2501;113632.5323;113632.5323;113632.5323;113632.5323;113632.5323;113632.5323;113632.5323;113632.5323;113632.5323;113632.5323;113632.5323;113632.5323;112519.81818;112519.81818;112519.81818;112519.81818;112519.81818;112519.81818;112519.81818;112519.81818;112519.81818;112519.81818;112519.81818;112519.81818;111418;111418;111418;111418;111418;111418;111418;111418;111418;111418;111418;111418;110316.18182;110316.18182;110316.18182;110316.18182;110316.18182;110316.18182;110316.18182
Bến Tre;Giồng Trôm;District;169648.2253;169648.2253;169648.2253;169648.2253;169648.2253;169648.2253;169648.2253;169648.2253;169648.2253;169648.2253;169648.2253;169648.2253;169761.07512;169761.07512;169761.07512;169761.07512;169761.07512;169761.07512;169761.07512;169761.07512;169761.07512;169761.07512;169761.07512;169761.07512;169874;169874;169874;169874;169874;169874;169874;169874;169874;169874;169874;169874;169987;169987;169987;169987;169987;169987;169987;169987;169987;169987;169987;169987;170100;170100;170100;170100;170100;170100;170100
