,1-28-2016,2-28-2016,3-28-2016,4-28-2016,5-28-2016,6-28-2016,7-28-2016,8-28-2016,9-28-2016,10-28-2016,11-28-2016,8-28-2020
280,1.0,0.0,0.0,0.0,2.0,4.0,8.0,15.0,10.0,24.0,1.0,0.0
281,0.0,0.0,0.0,1.0,4.0,7.0,27.0,30.0,33.0,38.0,1.0,38.0
282,0.0,0.0,0.0,3.0,7.0,11.0,14.0,19.0,15.0,21.0,0.0,21.0
283,1.0,0.0,0.0,5.0,6.0,9.0,18.0,19.0,29.0,34.0,7.0,0.0
284,0.0,0.0,0.0,2.0,5.0,8.0,14.0,16.0,22.0,32.0,3.0,3.0
285,0.0,0.0,0.0,2.0,5.0,6.0,14.0,22.0,22.0,50.0,1.0,0.0
286,0.0,0.0,0.0,2.0,2.0,8.0,13.0,20.0,33.0,33.0,1.0,33.0
287,0.0,0.0,0.0,0.0,1.0,0.0,11.0,22.0,25.0,21.0,1.0,0.0
288,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,15.0,22.0,4.0,0.0
289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,1.0,0.0
291,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,24.0,8.0,1.0,0.0
292,0.0,2.0,0.0,5.0,8.0,5.0,8.0,8.0,3.0,4.0,0.0,8.0
293,0.0,0.0,0.0,1.0,0.0,2.0,9.0,3.0,9.0,20.0,0.0,0.0
294,1.0,0.0,0.0,0.0,0.0,0.0,11.0,32.0,20.0,24.0,4.0,4.0
295,0.0,0.0,1.0,0.0,2.0,0.0,9.0,10.0,7.0,7.0,0.0,0.0
296,0.0,0.0,0.0,0.0,2.0,2.0,11.0,19.0,26.0,18.0,1.0,11.0
297,0.0,0.0,0.0,0.0,0.0,0.0,19.0,23.0,23.0,33.0,2.0,0.0
298,0.0,0.0,0.0,0.0,0.0,3.0,18.0,15.0,40.0,35.0,4.0,3.0
299,0.0,0.0,0.0,0.0,0.0,1.0,29.0,23.0,51.0,33.0,5.0,23.0
300,0.0,0.0,0.0,0.0,0.0,1.0,12.0,4.0,3.0,8.0,0.0,0.0
301,0.0,0.0,0.0,0.0,0.0,1.0,15.0,12.0,11.0,24.0,1.0,12.0
302,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,24.0,23.0,1.0,0.0
303,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
306,0.0,0.0,0.0,0.0,0.0,2.0,14.0,9.0,10.0,15.0,3.0,0.0
307,0.0,0.0,0.0,0.0,0.0,0.0,9.0,27.0,5.0,20.0,0.0,0.0
308,1.0,0.0,1.0,0.0,0.0,1.0,14.0,9.0,9.0,13.0,0.0,0.0
309,0.0,0.0,0.0,0.0,0.0,1.0,6.0,18.0,17.0,22.0,2.0,18.0
310,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,69.0,94.0,6.0,1.0
311,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,83.0,12.0,1.0
312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,78.0,86.0,7.0,78.0
313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,0.0
314,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,76.0,52.0,2.0,0.0
315,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,83.0,81.0,7.0,7.0
316,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,80.0,61.0,8.0,0.0
317,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,53.0,3.0,1.0
318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,20.0,1.0,4.0
319,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,37.0,9.0,0.0
320,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,33.0,36.0,6.0,0.0
321,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,38.0,3.0,0.0
322,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,54.0,85.0,14.0,85.0
323,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,20.0,22.0,2.0,0.0
324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,40.0,6.0,0.0
325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,58.0,8.0,0.0
326,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,32.0,5.0,0.0
327,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,42.0,61.0,7.0,0.0
328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,44.0,7.0,7.0
329,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,89.0,89.0,33.0,89.0
330,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,49.0,47.0,4.0,9.0
331,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.0,57.0,2.0,0.0
332,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,44.0,68.0,5.0,0.0
333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,73.0,83.0,8.0,0.0
334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
335,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
336,0.0,0.0,0.0,0.0,0.0,6.0,14.0,10.0,9.0,14.0,1.0,0.0
337,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0
338,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,6.0,0.0,6.0
