,1-28-2016,2-28-2016,3-28-2016,4-28-2016,5-28-2016,6-28-2016,7-28-2016,8-28-2016,9-28-2016,10-28-2016,11-28-2016,8-28-2020
63,0.0,0.0,0.0,0.0,0.0,0.0,33.0,31.0,49.0,57.0,6.0,31.0
64,0.0,1.0,1.0,0.0,1.0,24.0,71.0,76.0,94.0,85.0,6.0,76.0
65,0.0,0.0,0.0,0.0,0.0,4.0,19.0,27.0,29.0,35.0,4.0,0.0
66,0.0,0.0,0.0,0.0,0.0,7.0,52.0,53.0,99.0,71.0,6.0,71.0
67,0.0,0.0,0.0,0.0,2.0,7.0,26.0,33.0,50.0,41.0,4.0,2.0
68,0.0,0.0,0.0,0.0,0.0,18.0,62.0,77.0,109.0,106.0,7.0,0.0
69,0.0,0.0,0.0,0.0,0.0,12.0,27.0,46.0,73.0,48.0,8.0,0.0
70,0.0,0.0,1.0,0.0,11.0,9.0,39.0,44.0,44.0,60.0,4.0,1.0
71,0.0,1.0,0.0,0.0,0.0,8.0,24.0,44.0,52.0,42.0,8.0,0.0
72,2.0,0.0,2.0,0.0,0.0,4.0,24.0,32.0,49.0,64.0,11.0,32.0
73,0.0,0.0,0.0,0.0,0.0,6.0,17.0,24.0,35.0,36.0,4.0,6.0
74,0.0,0.0,0.0,0.0,0.0,10.0,18.0,31.0,18.0,24.0,2.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,1.0,25.0,30.0,30.0,35.0,2.0,0.0
77,2.0,2.0,2.0,0.0,0.0,0.0,4.0,6.0,13.0,10.0,0.0,10.0
78,0.0,1.0,0.0,0.0,1.0,1.0,8.0,16.0,17.0,25.0,2.0,0.0
79,1.0,0.0,1.0,0.0,0.0,2.0,9.0,11.0,21.0,18.0,2.0,9.0
80,1.0,2.0,1.0,1.0,0.0,0.0,1.0,6.0,9.0,10.0,0.0,0.0
81,0.0,0.0,0.0,0.0,2.0,3.0,22.0,14.0,32.0,20.0,4.0,32.0
82,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,15.0,14.0,0.0,1.0
83,0.0,0.0,0.0,0.0,7.0,11.0,19.0,26.0,29.0,67.0,1.0,0.0
84,11.0,3.0,2.0,0.0,1.0,14.0,31.0,43.0,21.0,32.0,1.0,0.0
85,0.0,0.0,0.0,0.0,1.0,0.0,18.0,52.0,43.0,36.0,0.0,52.0
86,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,11.0,10.0,0.0,0.0
87,0.0,0.0,1.0,0.0,4.0,9.0,14.0,17.0,22.0,13.0,1.0,4.0
88,0.0,0.0,0.0,0.0,5.0,7.0,16.0,15.0,34.0,45.0,3.0,7.0
89,0.0,0.0,0.0,0.0,0.0,2.0,28.0,7.0,19.0,25.0,0.0,0.0
90,0.0,0.0,0.0,0.0,2.0,7.0,17.0,20.0,36.0,29.0,3.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,0.0,0.0
94,0.0,0.0,0.0,2.0,0.0,0.0,8.0,3.0,3.0,2.0,0.0,2.0
95,1.0,2.0,1.0,4.0,1.0,7.0,5.0,6.0,10.0,7.0,0.0,1.0
96,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,1.0,4.0
97,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,8.0,17.0,1.0,0.0
100,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,6.0,10.0,1.0,5.0
101,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,9.0,1.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,10.0,17.0,0.0,14.0
103,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,8.0,1.0,8.0
104,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,13.0,1.0,3.0
105,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,16.0,10.0,1.0,10.0
106,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2.0,10.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,3.0,19.0,14.0,49.0,44.0,3.0,44.0
108,0.0,0.0,0.0,0.0,0.0,4.0,17.0,41.0,28.0,44.0,2.0,0.0
109,17.0,12.0,30.0,23.0,25.0,24.0,46.0,23.0,29.0,26.0,3.0,26.0
110,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,19.0,27.0,0.0,0.0
111,1.0,1.0,1.0,0.0,0.0,8.0,24.0,21.0,22.0,44.0,5.0,5.0
112,1.0,2.0,1.0,1.0,4.0,11.0,12.0,27.0,21.0,36.0,2.0,4.0
113,0.0,0.0,0.0,0.0,0.0,2.0,14.0,20.0,29.0,18.0,0.0,18.0
114,0.0,1.0,2.0,0.0,2.0,6.0,22.0,19.0,59.0,41.0,3.0,41.0
115,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,24.0,24.0,0.0,24.0
116,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,14.0,36.0,0.0,0.0
117,0.0,0.0,0.0,12.0,10.0,21.0,26.0,19.0,46.0,35.0,3.0,0.0
118,0.0,0.0,0.0,0.0,0.0,2.0,7.0,12.0,4.0,6.0,1.0,7.0
119,0.0,0.0,0.0,0.0,0.0,1.0,14.0,19.0,23.0,21.0,1.0,1.0
120,0.0,0.0,0.0,0.0,0.0,0.0,36.0,21.0,38.0,38.0,1.0,0.0
121,0.0,0.0,1.0,0.0,1.0,1.0,47.0,63.0,52.0,61.0,3.0,52.0
122,0.0,1.0,0.0,0.0,0.0,0.0,15.0,23.0,26.0,27.0,1.0,27.0
123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0,0.0,4.0,10.0,9.0,9.0,12.0,2.0,0.0
125,2.0,2.0,7.0,5.0,11.0,8.0,12.0,9.0,16.0,15.0,0.0,8.0
126,0.0,0.0,0.0,0.0,0.0,0.0,17.0,24.0,19.0,28.0,3.0,3.0
127,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,21.0,22.0,3.0,14.0
128,0.0,0.0,0.0,0.0,0.0,6.0,15.0,16.0,17.0,13.0,2.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0,32.0,29.0,49.0,46.0,2.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,14.0,5.0,0.0,10.0
131,0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,27.0,28.0,4.0,0.0
132,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,7.0,0.0,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0
134,0.0,0.0,0.0,0.0,1.0,0.0,2.0,8.0,12.0,10.0,0.0,8.0
135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,3.0,0.0
136,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,2.0,9.0,1.0,9.0
137,0.0,0.0,1.0,0.0,0.0,2.0,9.0,13.0,15.0,15.0,0.0,15.0
138,0.0,0.0,0.0,0.0,0.0,2.0,37.0,48.0,82.0,72.0,4.0,4.0
139,0.0,3.0,0.0,0.0,0.0,0.0,20.0,7.0,60.0,10.0,1.0,1.0
140,0.0,0.0,0.0,0.0,0.0,5.0,31.0,35.0,38.0,30.0,4.0,0.0
141,1.0,0.0,0.0,1.0,0.0,3.0,33.0,43.0,48.0,48.0,3.0,0.0
142,1.0,2.0,0.0,3.0,0.0,3.0,65.0,51.0,41.0,33.0,0.0,65.0
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
144,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,8.0,0.0,6.0
145,0.0,0.0,0.0,0.0,0.0,0.0,24.0,10.0,28.0,18.0,5.0,24.0
146,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,6.0,8.0,0.0,6.0
147,0.0,0.0,0.0,0.0,0.0,1.0,9.0,7.0,13.0,7.0,0.0,1.0
148,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,7.0,9.0,1.0,0.0
149,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,16.0,21.0,0.0,0.0
150,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,6.0,6.0,1.0,0.0
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
152,1.0,0.0,1.0,6.0,6.0,3.0,9.0,11.0,15.0,18.0,4.0,1.0
153,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,0.0,0.0,3.0
154,0.0,0.0,0.0,0.0,0.0,3.0,23.0,29.0,33.0,44.0,6.0,3.0
155,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,1.0,2.0,0.0,0.0
156,0.0,2.0,0.0,0.0,0.0,0.0,22.0,8.0,12.0,9.0,1.0,0.0
157,0.0,1.0,0.0,0.0,0.0,6.0,19.0,23.0,34.0,27.0,4.0,0.0
158,0.0,0.0,0.0,0.0,1.0,2.0,11.0,17.0,25.0,19.0,2.0,11.0
159,0.0,0.0,0.0,0.0,0.0,3.0,17.0,13.0,24.0,14.0,1.0,1.0
160,0.0,1.0,0.0,0.0,1.0,1.0,29.0,38.0,55.0,59.0,3.0,1.0
161,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0
162,0.0,0.0,0.0,0.0,0.0,0.0,16.0,17.0,3.0,9.0,0.0,0.0
163,0.0,0.0,0.0,0.0,0.0,3.0,23.0,22.0,56.0,25.0,0.0,23.0
164,0.0,0.0,0.0,0.0,0.0,0.0,17.0,28.0,33.0,35.0,2.0,0.0
165,0.0,0.0,0.0,0.0,0.0,0.0,18.0,23.0,13.0,20.0,2.0,0.0
166,0.0,0.0,0.0,0.0,0.0,4.0,21.0,21.0,30.0,29.0,10.0,0.0
167,0.0,0.0,0.0,0.0,0.0,0.0,26.0,34.0,44.0,62.0,3.0,0.0
168,1.0,2.0,0.0,0.0,0.0,6.0,26.0,44.0,43.0,45.0,1.0,0.0
169,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,27.0,16.0,1.0,0.0
170,5.0,9.0,0.0,0.0,0.0,0.0,23.0,38.0,49.0,52.0,6.0,49.0
171,0.0,0.0,0.0,0.0,0.0,1.0,24.0,21.0,40.0,25.0,10.0,0.0
172,0.0,0.0,0.0,0.0,0.0,4.0,11.0,18.0,12.0,11.0,1.0,0.0
173,0.0,0.0,0.0,0.0,0.0,1.0,35.0,44.0,69.0,68.0,9.0,69.0
174,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,2.0,0.0,1.0
175,0.0,0.0,0.0,0.0,0.0,0.0,19.0,17.0,31.0,38.0,3.0,0.0
176,0.0,0.0,0.0,0.0,1.0,7.0,1.0,12.0,6.0,16.0,0.0,16.0
177,0.0,0.0,0.0,1.0,0.0,12.0,8.0,15.0,18.0,22.0,3.0,0.0
178,0.0,0.0,0.0,0.0,0.0,0.0,8.0,17.0,14.0,22.0,2.0,0.0
179,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,18.0,13.0,0.0,13.0
180,0.0,0.0,1.0,1.0,3.0,13.0,20.0,32.0,42.0,36.0,7.0,1.0
181,0.0,0.0,0.0,0.0,1.0,11.0,11.0,27.0,13.0,34.0,2.0,0.0
182,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0
183,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0
184,0.0,0.0,1.0,0.0,1.0,0.0,5.0,9.0,20.0,14.0,0.0,0.0
185,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,1.0,2.0
186,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0
187,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,6.0,0.0,0.0
188,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0
189,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,2.0,0.0,0.0
190,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,8.0,8.0,0.0,0.0
191,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0
192,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0
193,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,5.0,5.0,0.0,0.0
194,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,13.0,2.0,0.0,0.0
195,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,5.0,0.0,0.0
196,0.0,0.0,0.0,1.0,0.0,1.0,27.0,37.0,47.0,53.0,3.0,0.0
197,1.0,1.0,0.0,0.0,0.0,0.0,9.0,11.0,10.0,12.0,0.0,0.0
198,0.0,0.0,1.0,0.0,1.0,0.0,30.0,3.0,6.0,12.0,0.0,1.0
199,1.0,0.0,0.0,1.0,2.0,2.0,6.0,8.0,9.0,12.0,4.0,12.0
200,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,11.0,6.0,1.0,0.0
201,0.0,0.0,0.0,0.0,2.0,1.0,2.0,7.0,8.0,11.0,0.0,11.0
202,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,9.0,9.0,0.0,0.0
203,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,10.0,9.0,3.0,0.0
204,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,5.0,0.0,5.0
205,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,8.0,6.0,2.0,0.0
206,0.0,0.0,0.0,0.0,0.0,11.0,14.0,16.0,28.0,27.0,2.0,0.0
207,0.0,0.0,0.0,3.0,5.0,2.0,12.0,3.0,12.0,14.0,0.0,3.0
208,0.0,0.0,0.0,0.0,0.0,0.0,29.0,5.0,5.0,5.0,1.0,29.0
209,7.0,5.0,6.0,11.0,2.0,8.0,18.0,13.0,15.0,9.0,1.0,18.0
210,5.0,5.0,4.0,2.0,5.0,3.0,4.0,1.0,5.0,5.0,0.0,5.0
211,4.0,2.0,8.0,5.0,5.0,10.0,9.0,7.0,12.0,12.0,5.0,10.0
212,3.0,2.0,10.0,6.0,12.0,13.0,19.0,14.0,16.0,16.0,0.0,16.0
213,0.0,0.0,0.0,4.0,3.0,4.0,7.0,8.0,6.0,10.0,2.0,4.0
214,4.0,3.0,2.0,4.0,2.0,1.0,2.0,13.0,7.0,13.0,2.0,13.0
215,0.0,0.0,2.0,3.0,3.0,8.0,6.0,8.0,9.0,6.0,3.0,3.0
216,7.0,4.0,8.0,5.0,6.0,9.0,11.0,10.0,12.0,8.0,0.0,4.0
217,1.0,5.0,2.0,6.0,4.0,6.0,9.0,8.0,6.0,9.0,0.0,8.0
218,1.0,2.0,31.0,68.0,21.0,78.0,118.0,174.0,177.0,161.0,18.0,18.0
219,16.0,10.0,23.0,19.0,22.0,32.0,26.0,31.0,36.0,30.0,12.0,36.0
220,1.0,2.0,3.0,4.0,8.0,30.0,25.0,37.0,41.0,43.0,5.0,25.0
221,0.0,9.0,3.0,3.0,12.0,8.0,21.0,27.0,20.0,25.0,1.0,25.0
222,0.0,0.0,0.0,0.0,0.0,1.0,23.0,33.0,39.0,39.0,7.0,7.0
223,0.0,0.0,0.0,0.0,0.0,13.0,15.0,3.0,1.0,2.0,0.0,2.0
224,0.0,0.0,0.0,0.0,0.0,3.0,18.0,30.0,39.0,25.0,4.0,4.0
225,0.0,2.0,6.0,12.0,1.0,11.0,13.0,15.0,17.0,12.0,0.0,0.0
226,2.0,1.0,0.0,0.0,0.0,10.0,45.0,48.0,56.0,60.0,4.0,0.0
227,17.0,10.0,17.0,10.0,13.0,14.0,15.0,23.0,27.0,17.0,0.0,17.0
228,0.0,0.0,3.0,2.0,6.0,12.0,37.0,96.0,50.0,66.0,6.0,2.0
229,0.0,0.0,0.0,0.0,1.0,0.0,55.0,83.0,94.0,102.0,3.0,0.0
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,0.0,0.0,0.0,0.0,1.0,1.0,24.0,22.0,38.0,40.0,2.0,0.0
233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,0.0,0.0,1.0,1.0,0.0,2.0,47.0,61.0,56.0,101.0,11.0,101.0
234,0.0,0.0,0.0,0.0,0.0,1.0,20.0,32.0,44.0,44.0,7.0,44.0
235,0.0,0.0,0.0,0.0,0.0,1.0,19.0,22.0,45.0,35.0,1.0,0.0
236,0.0,0.0,0.0,0.0,0.0,0.0,38.0,34.0,46.0,43.0,2.0,2.0
237,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,26.0,35.0,2.0,26.0
238,0.0,0.0,0.0,0.0,0.0,3.0,12.0,27.0,27.0,27.0,4.0,3.0
239,0.0,0.0,0.0,0.0,0.0,0.0,23.0,25.0,46.0,42.0,2.0,0.0
240,0.0,0.0,0.0,0.0,0.0,0.0,16.0,24.0,25.0,26.0,2.0,0.0
241,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,15.0,20.0,2.0,0.0
242,0.0,0.0,0.0,0.0,0.0,7.0,53.0,34.0,67.0,65.0,9.0,34.0
243,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,28.0,28.0,1.0,28.0
244,0.0,0.0,0.0,0.0,0.0,0.0,18.0,40.0,43.0,56.0,5.0,0.0
245,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,8.0,8.0,0.0,0.0
246,0.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,41.0,60.0,4.0,0.0
247,0.0,0.0,0.0,0.0,0.0,0.0,26.0,40.0,40.0,57.0,3.0,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,8.0,9.0,1.0,0.0
249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
250,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0
251,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0
252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,2.0
254,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0
255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,3.0
258,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0
259,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,8.0,0.0,2.0
260,0.0,0.0,0.0,0.0,2.0,0.0,5.0,3.0,3.0,3.0,0.0,3.0
261,0.0,0.0,1.0,1.0,1.0,1.0,4.0,5.0,11.0,5.0,0.0,5.0
262,0.0,0.0,0.0,0.0,1.0,7.0,10.0,8.0,6.0,9.0,0.0,0.0
263,0.0,1.0,0.0,0.0,0.0,0.0,4.0,11.0,7.0,12.0,1.0,0.0
264,0.0,0.0,0.0,1.0,0.0,4.0,3.0,4.0,5.0,3.0,1.0,5.0
265,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,10.0,8.0,1.0,7.0
266,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,5.0,0.0,0.0
267,4.0,7.0,6.0,5.0,6.0,4.0,8.0,17.0,11.0,6.0,1.0,4.0
268,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,4.0,6.0,0.0,0.0
269,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,4.0,0.0,0.0
270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0
271,3.0,0.0,0.0,2.0,2.0,1.0,5.0,9.0,10.0,2.0,1.0,9.0
272,0.0,0.0,4.0,1.0,0.0,1.0,18.0,3.0,0.0,4.0,18.0,3.0
273,0.0,0.0,0.0,0.0,2.0,6.0,5.0,3.0,4.0,3.0,0.0,0.0
274,10.0,11.0,14.0,16.0,11.0,12.0,8.0,22.0,15.0,20.0,1.0,10.0
275,0.0,0.0,0.0,0.0,3.0,6.0,5.0,12.0,9.0,13.0,1.0,12.0
276,0.0,0.0,0.0,0.0,2.0,2.0,10.0,15.0,10.0,25.0,0.0,10.0
277,0.0,0.0,0.0,3.0,5.0,5.0,19.0,18.0,28.0,35.0,2.0,0.0
278,0.0,0.0,0.0,0.0,4.0,7.0,13.0,19.0,18.0,30.0,0.0,13.0
279,0.0,1.0,1.0,1.0,7.0,5.0,29.0,23.0,29.0,50.0,3.0,29.0
